source_ref,name,store_type,address,city,state,zip,lat,lng,interstate,exit_number,parking_spaces,overnight_parking,showers,cat_scale
267,Love's Travel Stop #267,Travel Stop,1600 N. Hwy 95,Morrilton,AR,72110,35.172923,-92.743251,I-40,107,37,true,true,true
642,Love's Travel Stop #642,Travel Stop,901 West 1st St,Hereford,TX,79045,34.810037,-102.407661,,,38,true,true,true
769,Love's Travel Stop #769,Travel Stop,1811 NW Brickyard Road,Topeka,KS,66618,39.082097,-95.725992,,,75,true,true,true
175,Love's Travel Stop #175,Travel Stop,Mile 188 Kansas Turnpike,Topeka,KS,66608,39.019541,-95.508871,I-70,Mile 188,100,true,false,false
779,Love's Travel Stop #779,Travel Stop,6716 Hwy 171,Malvern,AR,72104,34.387581,-92.846531,I-30,97,96,true,true,true
655,Love's Travel Stop #655,Travel Stop,1720 S Main Street,Scott City,KS,67871,38.464661,-100.906407,,,53,true,true,true
836,Love's Travel Stop #836,Travel Stop,12182 Hwy 87 N,Dalhart,TX,79022,36.076713,-102.536748,,,77,true,true,true
458,Love's Travel Stop #458,Travel Stop,400 N. State Highway 125,Strafford,MO,65757,37.27699,-93.11256,I-44,88,90,true,true,true
173,Love's Travel Stop #173,Travel Stop,209 Kansas Turnpike,Lawrence,KS,66044,39.019971,-95.135161,I-70,Mile 209,100,true,false,false
616,Love's Travel Stop #616,Travel Stop,2611 S Brookhart Dr,Harrisonville,MO,64701,38.636271,-94.356021,I-49,158,88,true,true,true
719,Love's Travel Stop #719,Travel Stop,1610 Cotton Gin Rd,Troy,TX,76579,31.191227,-97.312105,I-35,308 NB/306 SB,184,true,true,true
854,Love's Travel Stop #854,Travel Stop,5430 N Market St,Shreveport,LA,71107,32.595937,-93.829384,I-49,215/LA Hwy-1,109,true,true,true
302,Love's Travel Stop #302,Travel Stop,1100 East Main Street,Boise City,OK,73933,36.729194,-102.5003,,,60,true,true,true
209,Love's Travel Stop #209,Travel Stop,9600 Highway 80 W,Greenwood,LA,71033,32.444532,-93.983016,I-20,3,170,true,true,true
615,Love's Travel Stop #615,Travel Stop,975 E Sabine St,Carthage,TX,75633,32.161085,-94.319046,,,59,true,true,true
457,Love's Travel Stop #457,Travel Stop,11700 I-30,Little Rock,AR,72210,34.657214,-92.413231,I-30,128,70,true,true,true
647,Love's Travel Stop #647,Travel Stop,1356 US Highway 81,Belleville,KS,66935,39.834626,-97.636691,,,65,true,true,true
976,Love's Travel Stop #976,Travel Stop,1801 W I-20,Big Spring,TX,79720,32.258997,-101.503421,I-20,176,105,true,true,true
786,Love's Travel Stop #786,Travel Stop,3201 N Ameristar Dr,Kansas City,MO,64161,39.153514,-94.475964,,,110,true,true,true
236,Love's Travel Stop #236,Travel Stop,11801 I-40 Fwy,N Little Rock,AR,72117,34.786217,-92.125573,I-40,161,68,true,true,true
375,Love's Travel Stop #375,Travel Stop,1423 N Market St,Hearne,TX,77859,30.895404,-96.60271,,,70,true,true,true
289,Love's Travel Stop #289,Travel Stop,13510 Industrial Drive,Minden,LA,71055,32.581978,-93.248804,I-20,49,66,true,true,true
809,Love's Travel Stop #809,Travel Stop,500 N D Highway,Bates City,MO,64011,39.012924,-94.067843,I-70,31/MO Hwy-D,107,true,true,true
709,Love's Travel Stop #709,Travel Stop,5614 Hwy 59 N,Lufkin,TX,75901,31.411151,-94.718641,,,94,true,true,true
22,Love's Travel Stop #22,Travel Stop,703 S 1st St,Clayton,NM,88415,36.445421,-103.179939,,,10,true,true,false
329,Love's Travel Stop #329,Travel Stop,4700 Mabry Dr.,Clovis,NM,88101,34.394791,-103.144305,,,50,true,true,true
858,Love's Travel Stop #858,Travel Stop,1940 Hwy 84,Mansfield,LA,71052,32.063591,-93.567675,I-49,172/US Hwy-84 E,67,true,true,true
290,Love's Travel Stop #290,Travel Stop,1003 S. Medford Dr.,Lufkin,TX,75901,31.328488,-94.689716,,,21,true,false,true
557,Love's Travel Stop #557,Travel Stop,2505 Queensway St.,Searcy,AR,72143,35.219061,-91.716082,,,81,true,true,true
661,Love's Travel Stop #661,Travel Stop,4800 Highway 65 S,Pine Bluff,AR,71601,34.193597,-91.920618,,,77,true,true,true
783,Love's Travel Stop #783,Travel Stop,1310 East Main Street,Willow Springs,MO,65793,36.975173,-91.940557,,,55,true,true,true
23,Love's Travel Stop #23,Travel Stop,605 N Main St,Lamar,CO,81052,38.095707,-102.62027,,,20,true,true,false
235,Love's Travel Stop #235,Travel Stop,4601 S. Leonard Rd.,Saint Joseph,MO,64507,39.72238,-94.786901,I-29,44,110,true,true,true
759,Love's Travel Stop #759,Travel Stop,3404 Highway 63 N,Hazen,AR,72064,34.815314,-91.567393,I-40,193/US Highway 63,132,true,true,true
262,Love's Travel Stop #262,Travel Stop,1900 Mountain Rd.,Tucumcari,NM,88401,35.158604,-103.701308,I-40,333,160,true,true,true
623,Love's Travel Stop #623,Travel Stop,5200 Cholla Rd,Midland,TX,79706,31.947692,-102.14146,I-20,131,107,true,true,true
837,Love's Travel Stop #837,Travel Stop,1601 E Evergreen St,Cameron,MO,64429,39.732108,-94.218446,I-35,52/MO Hwy-BB,120,true,true,true
539,Love's Travel Stop #539,Travel Stop,1201 S. Main St.,Andrews,TX,79714,32.306081,-102.541849,,,60,true,true,true
653,Love's Travel Stop #653,Travel Stop,15596 US Highway 287,Eads,CO,81036,38.487838,-102.78516,,,50,true,true,true
347,Love's Travel Stop #347,Travel Stop,2501 W. Ashley Rd.,Boonville,MO,65233,38.933867,-92.77955,I-70,101,102,true,true,true
468,Love's Travel Stop #468,Travel Stop,9600 Longstreet Rd,Willis,TX,77318,30.437241,-95.497461,I-45,95,80,true,true,true
339,Love's Travel Stop #339,Travel Stop,1901 W. I-20,Odessa,TX,79766,31.817324,-102.380801,I-20,115,152,true,true,true
341,Love's Travel Stop #341,Travel Stop,3500 Hy Point Ind. Park Dr.,Rolla,MO,65401,37.981593,-91.71933,I-44,189,89,true,true,true
644,Love's Travel Stop #644,Travel Stop,582 S Lincoln St,Burlington,CO,80807,39.291364,-102.277504,I-70,437,77,true,true,true
676,Love's Travel Stop #676,Travel Stop,188 N 30th Rd,Syracuse,NE,68446,40.673424,-96.178653,,,68,true,true,true
700,Love's Travel Stop #700,Travel Stop,3880 Loop 467,Sonora,TX,76950,30.571142,-100.585636,I-10,404/Loop 467,71,true,true,true
293,Love's Travel Stop #293,Travel Stop,107 FM 2025 Rd,Cleveland,TX,77328,30.354701,-95.09128,I-69,FM 2025,88,true,true,true
309,Love's Travel Stop #309,Travel Stop,1539 Madison Ave.,Aurora,NE,68818,40.818908,-97.99827,I-80,332,54,true,true,true
760,Love's Travel Stop #760,Travel Stop,16 Andrews Hwy,Eunice,NM,88231,32.434398,-103.121134,,,83,true,true,true
806,Love's Travel Stop #806,Travel Stop,335 Hwy 594,Monroe,LA,71203,32.493193,-91.991387,I-20,124/LA Hwy-594,75,true,true,true
464,Love's Travel Stop #464,Travel Stop,43 US Highway 87,Comfort,TX,78013,29.98203,-98.903241,I-10,523,60,true,true,true
275,Love's Travel Stop #275,Travel Stop,1010 N Main St,Palestine,AR,72372,34.986489,-90.905235,I-40,233,90,true,true,true
689,Love's Travel Stop #689,Travel Stop,294 Hwy 65/82,Lake Village,AR,71653,33.329947,-91.293189,,,52,true,true,true
607,Love's Travel Stop #607,Travel Stop,5101 East Parker Rd,Jonesboro,AR,72404,35.803403,-90.635167,,,77,true,true,true
264,Love's Travel Stop #264,Travel Stop,190 US Highway 90,Luling,TX,78648,29.653691,-97.592282,I-10,632,10,true,true,false
484,Love's Travel Stop #484,Travel Stop,900 S Eagle Street,Weimar,TX,78962,29.69051,-96.77705,I-10,682,89,true,true,true
853,Love's Travel Stop #853,Travel Stop,674 E State Hwy 302,Kermit,TX,79745,31.8525,-103.069832,,,77,true,true,false
285,Love's Travel Stop #285,Travel Stop,1028 State Highway 156,Santa Rosa,NM,88435,34.946713,-104.637716,I-40,277,110,true,true,false
720,Love's Travel Stop #720,Travel Stop,7046 Highway 1,Boyce,LA,71409,31.360802,-92.588578,I-49,94,126,true,true,true
463,Love's Travel Stop #463,Travel Stop,3158 I-10 W,Seguin,TX,78155,29.561981,-98.034281,I-10,604,61,true,true,true
704,Love's Travel Stop #704,Travel Stop,57964 188th St,Pacific Junction,IA,51561,41.046186,-95.827015,I-29,35-B/Hwy 34,80,true,true,true
500,Love's Travel Stop #500,Travel Stop,21022 State Highway N,Eagleville,MO,64442,40.466248,-93.978658,I-35,106,50,true,true,true
1035,Love's Travel Stop #1035,Travel Stop,1001 El Moro Rd,Trinidad,CO,81082,37.226673,-104.489311,I-25,18/El Moro Rd,65,true,true,true
730,Love's Travel Stop #730,Travel Stop,14375 Cornhusker Rd,Omaha,NE,68138,41.157471,-96.13697,I-80,440/NE Hwy-50,97,true,true,true
621,Love's Travel Stop #621,Travel Stop,1402 State Highway O,Bevier,MO,63532,39.762037,-92.563654,,,75,true,true,true
401,Love's Travel Stop #401,Travel Stop,1703 I-10,Baytown,TX,77521,29.797963,-95.032623,I-10,789/Thompson Rd,160,true,true,true
631,Love's Travel Stop #631,Travel Stop,26120 E Meigs St,Valley,NE,68064,41.312512,-96.324373,,,67,true,true,true
788,Love's Travel Stop #788,Travel Stop,482 Tree Farm Rd,New Florence,MO,63363,38.898122,-91.453613,I-70,175/Hwy 19 S,89,true,true,true
481,Love's Travel Stop #481,Travel Stop,7005 Highway 225,Deer Park,TX,77536,29.706999,-95.092708,,,70,true,true,true
559,Love's Travel Stop #559,Travel Stop,1212 Highway 82 E,Indianola,MS,38751,33.457669,-90.630626,,,62,true,true,true
784,Love's Travel Stop #784,Travel Stop,979 Road E,Schuyler,NE,68661,41.451618,-97.084221,,,80,true,true,true
960,Love's Travel Stop #960,Travel Stop,9530 Southton Rd,San Antonio,TX,78223,29.324303,-98.432278,I-410,42,70,true,true,true
696,Love's Travel Stop #696,Travel Stop,7495 Smith Rd,Beaumont,TX,77713,29.989271,-94.211571,I-10,843/Smith Rd,115,true,true,true
237,Love's Travel Stop #237,Travel Stop,227 Highway 65 S,Tallulah,LA,71282,32.387821,-91.197692,I-20,171,54,true,true,true
450,Love's Travel Stop #450,Travel Stop,800 Martin Luther King Dr.,West Memphis,AR,72301,35.153922,-90.138293,I-40,280,96,true,true,true
617,Love's Travel Stop #617,Travel Stop,350 E Walnut Street,Hungerford,TX,77448,29.392371,-96.076852,,,83,true,true,true
242,Love's Travel Stop #242,Travel Stop,11361 S. I-35,San Antonio,TX,78073,29.31101,-98.617826,I-35,144 @ Fischer Rd,91,true,true,true
660,Love's Travel Stop #660,Travel Stop,99800 Interstate 25,Walsenburg,CO,81089,37.616621,-104.75598,I-25,49/I-25BL,46,true,true,true
362,Love's Travel Stop #362,Travel Stop,2024A West St.,Vinton,LA,70668,30.17292,-93.58812,I-10,7,126,true,true,true
733,Love's Travel Stop #733,Travel Stop,2401 N Grand Ave,Las Vegas,NM,87701,35.619888,-105.207946,I-25,347/N Grand Ave,57,true,true,false
390,Love's Travel Stop #390,Travel Stop,3211 S Newberry Rd,North Platte,NE,69101,41.10262,-100.72389,I-80,179,80,true,true,true
968,Love's Travel Stop #968,Travel Stop,1500 Highway 72 W,Fredericktown,MO,63645,37.567205,-90.323053,,,63,true,true,true
471,Love's Travel Stop #471,Travel Stop,21548 FM 471 S,Natalia,TX,78059,29.184841,-98.846451,I-35,127,88,true,true,true
344,Love's Travel Stop #344,Travel Stop,3371 Lamar Ave.,Memphis,TN,38118,35.075135,-89.95095,I-240,21 @ Hwy 78,51,true,true,true
671,Love's Travel Stop #671,Travel Stop,3910 South Division Street,Blytheville,AR,72315,35.884827,-89.918152,I-55,63 @ Hwy 61,94,true,true,true
542,Love's Travel Stop #542,Travel Stop,2723 East US Highway 290,Fort Stockton,TX,79735,30.893377,-102.852146,I-10,261,72,true,true,true
492,Love's Travel Stop #492,Travel Stop,5202 South Cedar St.,Pecos,TX,79772,31.399839,-103.479374,I-20,42,120,true,true,true
426,Love's Travel Stop #426,Travel Stop,10 East Street,Shelby,IA,51570,41.496978,-95.451919,I-80,34,98,true,true,true
226,Love's Travel Stop #226,Travel Stop,6470 N. Elizabeth St,Pueblo,CO,81008,38.34223,-104.622979,I-25,104,70,true,true,true
388,Love's Travel Stop #388,Travel Stop,725 Highway 35 N,Batesville,MS,38606,34.35134,-89.91601,I-55,246,78,true,true,true
243,Love's Travel Stop #243,Travel Stop,1118 Lowe Grout,Lake Charles,LA,70647,30.253127,-93.013108,I-10,43 @ Hwy 383,70,true,true,true
297,Love's Travel Stop #297,Travel Stop,1509 E. Rose St.,Edna,TX,77957,28.988878,-96.62541,,,29,true,true,true
665,Love's Travel Stop #665,Travel Stop,19477 FM 523,Angleton,TX,77515,29.197231,-95.457044,,,80,true,true,true
887,Love's Travel Stop #887,Travel Stop,1199 McNutt St,Herculaneum,MO,63048,38.256049,-90.404493,I-55,178/McNutt St,80,true,true,true
669,Love's Travel Stop #669,Travel Stop,17550 Highway 19,New London,MO,63459,39.573995,-91.402271,,,119,true,true,true
488,Love's Travel Stop #488,Travel Stop,8349 Enterprise Dr.,Bloomsdale,MO,63627,38.00577,-90.22576,I-55,157,70,true,true,true
776,Love's Travel Stop #776,Travel Stop,700 Ceres Blvd,Vicksburg,MS,39183,32.362558,-90.667057,I-20,15,94,true,true,true
680,Love's Travel Stop #680,Travel Stop,1300 Monroe Ave,Norfolk,NE,68701,42.011302,-97.427622,,,87,true,true,true
643,Love's Travel Stop #643,Travel Stop,1401 South Main St,Sikeston,MO,63801,36.854011,-89.583918,,,67,true,true,true
612,Love's Travel Stop #612,Travel Stop,13945 Missouri Bottom Road,Bridgeton,MO,63044,38.793405,-90.448305,,,94,true,true,true
313,Love's Travel Stop #313,Travel Stop,100 Love’s Industrial Dr.,Matthews,MO,63867,36.758179,-89.541289,I-55,58,147,true,true,true
641,Love's Travel Stop #641,Travel Stop,3070 Lake Road,Dyersburg,TN,38024,36.071077,-89.395492,I-155,13/Hwy 78,77,true,true,true
889,Love's Travel Stop #889,Travel Stop,929 Hwy 7 South,Holly Springs,MS,38635,34.744895,-89.454239,I-22,30/MS Hwy-7 S,51,true,true,true
875,Love's Travel Stop #875,Travel Stop,4158 I-49 N Service Rd,Opelousas,LA,70570,30.478381,-92.073696,I-49,15,74,true,true,true
663,Love's Travel Stop #663,Travel Stop,17635 Highway 190,Port Barre,LA,70577,30.546703,-91.963512,,,16,true,true,true
461,Love's Travel Stop #461,Travel Stop,6124 North Broadway,Saint Louis,MO,63147,38.684953,-90.218238,I-70,246A,95,true,true,true
758,Love's Travel Stop #758,Travel Stop,2005 Mousette Ln,Sauget,IL,62206,38.561695,-90.132209,I-255,15,80,true,true,true
873,Love's Travel Stop #873,Travel Stop,690 Doc Holliday Dr,Canon City,CO,81212,38.449826,-105.15618,,,54,true,true,true
649,Love's Travel Stop #649,Travel Stop,1015 Hospital Rd,Brush,CO,80723,40.2661,-103.6394,I-76,89/Hospital Rd,100,true,true,true
208,Love's Travel Stop #208,Travel Stop,1545 Peace St.,Canton,MS,39046,32.604052,-90.072554,I-55,119,103,true,true,true
523,Love's Travel Stop #523,Travel Stop,126 Lexington Dr,Duson,LA,70578,30.25184,-92.194809,I-10,92,116,true,true,true
342,Love's Travel Stop #342,Travel Stop,2645 S I-37,Three Rivers,TX,78071,28.52122,-98.18523,I-37,72,138,true,true,true
981,Love's Travel Stop #981,Travel Stop,2461 E Marshall St,Charleston,MO,63834,36.919763,-89.313925,I-57,12/Hwy-62,76,true,true,true
411,Love's Travel Stop #411,Travel Stop,11820 Hickman Road,Clive,IA,50325,41.613365,-93.780718,I-35,80 / 125/US Hwy-6,275,true,true,true
420,Love's Travel Stop #420,Travel Stop,730 Highway 80 E,Flowood,MS,39232,32.279214,-90.155359,I-20,47,100,true,true,true
300,Love's Travel Stop #300,Travel Stop,1191 S. 1st Street,Bennett,CO,80102,39.741216,-104.434745,I-70,304,200,true,true,true
583,Love's Travel Stop #583,Travel Stop,8690 Richter School Rd,New Baden,IL,62265,38.534515,-89.732292,I-64,27,97,true,true,true
862,Love's Travel Stop #862,Travel Stop,1963 S IH 35,Cotulla,TX,78014,28.416391,-99.250318,I-35,65,110,true,true,true
625,Love's Travel Stop #625,Travel Stop,645 Chase Blvd,Sidney,NE,69162,41.109221,-102.950521,I-80,59 @ Upland Pkwy,88,true,true,true
479,Love's Travel Stop #479,Travel Stop,2525 Singing Hills Blvd,Sioux City,IA,51111,42.434652,-96.379902,I-29,143,58,true,true,true
578,Love's Travel Stop #578,Travel Stop,9191 State Route 140,Hamel,IL,62046,38.890041,-89.834322,I-55,30,100,true,true,true
799,Love's Travel Stop #799,Travel Stop,600 Richardson Drive,Walnut,MS,38683,34.951961,-88.910287,,,58,true,true,true
244,Love's Travel Stop #244,Travel Stop,2050 Highway 70 E,Jackson,TN,38305,35.679204,-88.74243,I-40,87 @ Hwy 70,108,true,true,true
897,Love's Travel Stop #897,Travel Stop,715 Hwy 90 West,New Iberia,LA,70560,29.983791,-91.861366,,,63,true,true,true
361,Love's Travel Stop #361,Travel Stop,4400 S. 22nd Ave. E.,Newton,IA,50208,41.680428,-92.999058,I-80,168,80,true,true,true
687,Love's Travel Stop #687,Travel Stop,201 Loves Dr,South Jacksonville,IL,62650,39.689652,-90.230048,I-72,64 @ Hwy 267,69,true,true,true
240,Love's Travel Stop #240,Travel Stop,751 Lobdell Hwy S.,Port Allen,LA,70767,30.445527,-91.242686,I-10,151 @ Hwy 415,50,true,true,true
393,Love's Travel Stop #393,Travel Stop,1119 Airport Fernwood Rd.,McComb,MS,39648,31.190892,-90.485619,I-55,13,75,true,true,true
377,Love's Travel Stop #377,Travel Stop,201 East Bison Hwy,Hudson,CO,80642,40.077008,-104.649147,I-76,31,80,true,true,true
398,Love's Travel Stop #398,Travel Stop,4601 McCullough Blvd.,Tupelo,MS,38804,34.316321,-88.791441,I-22,81,80,true,true,true
672,Love's Travel Stop #672,Travel Stop,13886 FM 1945,Sinton,TX,78387,28.011697,-97.532753,,,83,true,true,true
803,Love's Travel Stop #803,Travel Stop,1900 The Hill Ave,Marion,IL,62959,37.745682,-88.949251,I-57,54 SB/54B NB/The Hill Ave,119,true,true,true
838,Love's Travel Stop #838,Travel Stop,672 Riverfront Dr,Brighton,CO,80601,39.999491,-104.823782,,,89,true,true,true
210,Love's Travel Stop #210,Travel Stop,2200 6th St NW,Albuquerque,NM,87102,35.107254,-106.648875,I-40,158,3,true,false,false
963,Love's Travel Stop #963,Travel Stop,3200 Broadway Blvd SE,Albuquerque,NM,87105,35.047758,-106.645985,I-25,221/Sunport Blvd,39,true,true,true
694,Love's Travel Stop #694,Travel Stop,6870 Highway 45 S,Ramer,TN,38367,35.076679,-88.545104,,,41,true,true,true
699,Love's Travel Stop #699,Travel Stop,1790 Simpson Highway 49,Magee,MS,39111,31.874245,-89.755754,,,89,true,true,true
384,Love's Travel Stop #384,Travel Stop,1900 S. State Rd. 127,Greenville,IL,62246,38.87324,-89.38713,I-70,45,123,true,true,true
256,Love's Travel Stop #256,Travel Stop,810 E Broadway,Van Horn,TX,79855,31.040102,-104.819253,I-10,140B,34,true,true,false
869,Love's Travel Stop #869,Travel Stop,2280 Key Ave SW,Le Mars,IA,51031,42.766218,-96.212397,,,68,true,true,true
298,Love's Travel Stop #298,Travel Stop,28527 I-35,Encinal,TX,78019,28.045577,-99.348797,I-35,39,115,true,true,true
318,Love's Travel Stop #318,Travel Stop,202 North Ave.,Ina,IL,62846,38.155469,-88.910841,I-57,83,121,true,true,true
639,Love's Travel Stop #639,Travel Stop,6138 Lake Norris Road,Lake,MS,39092,32.322441,-89.342491,I-20,96,80,true,true,true
614,Love's Travel Stop #614,Travel Stop,12605 Central Ave NW,Albuquerque,NM,87121,35.063504,-106.786034,I-40,149,65,true,true,true
824,Love's Travel Stop #824,Travel Stop,3101 S 10th St,Mt Vernon,IL,62864,38.27793,-88.903162,I-64,80/IL Hwy-37,99,true,true,true
726,Love's Travel Stop #726,Travel Stop,1903 Camino Del Llano,Belen,NM,87002,34.652601,-106.793411,I-25,191,62,true,true,true
677,Love's Travel Stop #677,Travel Stop,5360 Hwy 45A S,West Point,MS,39773,33.584476,-88.658088,,,68,true,true,true
684,Love's Travel Stop #684,Travel Stop,1400 Industrial Park Road,Ellsworth,IA,50075,42.31205,-93.572074,I-35,133/IA Hwy-175,110,true,true,true
668,Love's Travel Stop #668,Travel Stop,3800 E State Highway 56,Berthoud,CO,80513,40.305165,-104.984229,I-25,250/E State Hwy 56,89,true,true,true
348,Love's Travel Stop #348,Travel Stop,2966 US Highway 62,Calvert City,KY,42029,37.003735,-88.31864,I-24,27,80,true,true,true
804,Love's Travel Stop #804,Travel Stop,1001 W 11th Ave,Monmouth,IL,61462,40.898854,-90.660327,,,86,true,true,true
791,Love's Travel Stop #791,Travel Stop,13820 Highway 641 N,Holladay,TN,38341,35.840559,-88.081783,I-40,126/Hwy 641,125,true,true,true
327,Love's Travel Stop #327,Travel Stop,1451 N US Highway 77 Byp,Kingsville,TX,78363,27.529889,-97.842143,,,48,true,true,true
249,Love's Travel Stop #249,Travel Stop,991 Ann Rutledge Rd.,Williamsville,IL,62693,39.960959,-89.562296,I-55,109 @ Hwy 123,59,true,true,true
564,Love's Travel Stop #564,Travel Stop,525 Tuscaloosa Road,Columbus,MS,39702,33.518251,-88.377161,,,60,true,true,true
882,Love's Travel Stop #882,Travel Stop,2417 Grandview Ave,Muscatine,IA,52761,41.393577,-91.087977,,,27,true,true,true
762,Love's Travel Stop #762,Travel Stop,101 Pinnacle Road,Laredo,TX,78045,27.644615,-99.555428,,,84,true,true,true
685,Love's Travel Stop #685,Travel Stop,1405 Knox Hwy 9,Knoxville,IL,61448,40.918548,-90.293241,I-74,51,94,true,true,true
848,Love's Travel Stop #848,Travel Stop,182 Claiborne Road,Sandersville,MS,39477,31.783351,-89.057151,I-59,104,106,true,true,true
814,Love's Travel Stop #814,Travel Stop,1126 County Hwy 35,Hamilton,AL,35570,34.092609,-88.004672,I-22,14/CR Hwy-35,81,true,true,true
220,Love's Travel Stop #220,Travel Stop,3305 W. College Dr.,Cheyenne,WY,82007,41.098166,-104.848606,I-25,7,40,true,true,true
565,Love's Travel Stop #565,Travel Stop,283 Ira Hudson Rd,Hattiesburg,MS,39401,31.242397,-89.302923,,,84,true,true,true
856,Love's Travel Stop #856,Travel Stop,66595 Wadsworth Pkwy,Mandeville,LA,70448,30.395171,-89.999839,I-12,68,125,true,true,true
214,Love's Travel Stop #214,Travel Stop,1300 Horizon Blvd.,El Paso,TX,79928,31.65976,-106.237409,I-10,37,98,true,true,true
343,Love's Travel Stop #343,Travel Stop,113 Will Garrett Rd,Toomsuba,MS,39364,32.41107,-88.505495,I-20,165,71,true,true,true
702,Love's Travel Stop #702,Travel Stop,3301 Greyhound Dr,Waterloo,IA,50701,42.461731,-92.404041,,,45,true,true,true
619,Love's Travel Stop #619,Travel Stop,720 Highway 26 E,Poplarville,MS,39470,30.846383,-89.497939,I-59,29,77,true,true,true
746,Love's Travel Stop #746,Travel Stop,3925 County Fair Dr,Decatur,IL,62526,39.892562,-89.002884,I-72,138/IL-121,51,true,true,true
580,Love's Travel Stop #580,Travel Stop,2048 Highway 20,Tuscumbia,AL,35674,34.697138,-87.635791,,,80,true,true,true
447,Love's Travel Stop #447,Travel Stop,3000 Mountain Pass Blvd,Anthony,TX,79821,31.997879,-106.581219,I-10,0,91,true,true,true
445,Love's Travel Stop #445,Travel Stop,5301 N. Cliff Ave.,Sioux Falls,SD,57104,43.604138,-96.712132,I-90,399,85,true,true,true
369,Love's Travel Stop #369,Travel Stop,2971 Highway 48 S,Dickson,TN,37055,35.99203,-87.48819,I-40,163,106,true,true,true
860,Love's Travel Stop #860,Travel Stop,20 Hwy 607,Picayune,MS,39466,30.467383,-89.687171,I-59,1/MS Hwy-607 S,91,true,true,true
476,Love's Travel Stop #476,Travel Stop,8255 Northwest Blvd,Davenport,IA,52806,41.604403,-90.623937,I-80,292,79,true,true,true
880,Love's Travel Stop #880,Travel Stop,1503 S West St,Olney,IL,62450,38.711902,-88.091835,,,39,true,true,true
1045,Love's Travel Stop #1045,Travel Stop,224 Dr Hubble Rd,Truth or Consequences,NM,87901,33.155286,-107.258575,I-25,79,63,true,true,true
782,Love's Travel Stop #782,Travel Stop,11700 Ft Campbell Blvd,Oak Grove,KY,42262,36.709575,-87.454901,I-24,86/Fort Campbell Blvd NB,84,true,true,true
817,Love's Travel Stop #817,Travel Stop,2401 Airport Rd,Santa Teresa,NM,88008,31.862229,-106.687231,,,86,true,true,true
259,Love's Travel Stop #259,Travel Stop,8993 Robert Larson Blvd,Las Cruces,NM,88007,32.269415,-106.922518,I-10,132,84,true,true,true
773,Love's Travel Stop #773,Travel Stop,7561 Mesopotamia Street,Eutaw,AL,35462,32.8667,-87.922208,I-20,I-59 / 40/AL-14,96,true,true,true
816,Love's Travel Stop #816,Travel Stop,1100 S Main Street,Kimball,SD,57355,43.736356,-98.957259,I-90,284/Main Street,77,true,true,true
725,Love's Travel Stop #725,Travel Stop,325 Veterans Dr,Hanson,KY,42413,37.416476,-87.47456,I-69,120/Hwy 260,63,true,true,true
257,Love's Travel Stop #257,Travel Stop,257 Horizon Blvd,Milan,NM,87021,35.183319,-107.899758,I-40,79,66,true,true,true
688,Love's Travel Stop #688,Travel Stop,203 N Haughton Hwy,Greenup,IL,62428,39.253591,-88.152286,I-70,119 @ SR-130,170,true,true,true
766,Love's Travel Stop #766,Travel Stop,5 South State Street,Atkinson,IL,61235,41.410645,-90.016349,I-80,27/State St,137,true,true,true
867,Love's Travel Stop #867,Travel Stop,2007 N Main St,Normal,IL,61761,40.541664,-88.998009,I-55,EB-165B/WB-165,111,true,true,true
414,Love's Travel Stop #414,Travel Stop,901 East 1250 South,Haubstadt,IN,47639,38.17337,-87.55159,I-64,25B,84,true,true,true
367,Love's Travel Stop #367,Travel Stop,505 S Persimmon Dr,Le Roy,IL,61752,40.340395,-88.760803,I-74,149,72,true,true,true
670,Love's Travel Stop #670,Travel Stop,100 Monroe Street,Floyd,IA,50435,43.122762,-92.735463,,,85,true,true,true
798,Love's Travel Stop #798,Travel Stop,809 Moore Ave,Tuscola,IL,61953,39.793161,-88.266061,I-57,212/US Hwy-36,85,true,true,true
595,Love's Travel Stop #595,Travel Stop,9240 County Farm Rd,Gulfport,MS,39503,30.419116,-89.190218,I-10,28,97,true,true,true
723,Love's Travel Stop #723,Travel Stop,1770 McCue St,Laramie,WY,82072,41.329021,-105.610322,I-80,310/W Curtis St,82,true,true,true
466,Love's Travel Stop #466,Travel Stop,83 Carl Cannon Blvd,Jasper,AL,35501,33.790777,-87.241662,I-22,65,68,true,true,true
346,Love's Travel Stop #346,Travel Stop,1624 Bear Creek Pike,Columbia,TN,38401,35.643953,-86.891465,I-65,46,80,true,true,true
402,Love's Travel Stop #402,Travel Stop,11332 Cedar Lake Rd.,Biloxi,MS,39532,30.452073,-88.93331,I-10,44,103,true,true,true
864,Love's Travel Stop #864,Travel Stop,2127 Hopper Road,Lucedale,MS,39452,30.923614,-88.514251,,,42,true,true,true
429,Love's Travel Stop #429,Travel Stop,130 W. Trinity Lane,Nashville,TN,37207,36.205575,-86.771637,I-65,87,58,true,true,true
1048,Love's Travel Stop #1048,Travel Stop,220 Elza's Way,Quinton,AL,35130,33.68023,-87.08175,I-22,78 NEC,123,true,true,true
381,Love's Travel Stop #381,Travel Stop,64 E. Pike Rd.,Falkville,AL,35622,34.367333,-86.89353,I-65,322,84,true,true,true
1044,Love's Travel Stop #1044,Travel Stop,2801 Hoover Rd,Rock Falls,IL,61071,41.754956,-89.68727,I-88,41/IL-40,85,true,true,true
