name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
LTS Enterprises,roadside-service,North Syracuse,NY,lts-enterprises-north-syracuse-ny,,63,Needs work,needs-geocoding,,import-unpublished,"completeness 63, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Verified date; Approved reviews
Advanced Motors Towing,roadside-service,Utica,NY,advanced-motors-towing-utica-ny,,63,Needs work,needs-geocoding,,import-unpublished,"completeness 63, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Verified date; Approved reviews
National Tractor Trailer School (NTTS),cdl-schools,Liverpool,NY,national-tractor-trailer-school-ntts-liverpool-ny,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Amenities; Verified date; Approved reviews
Hotel Concord Syracuse,hotels-truck-parking,East Syracuse,NY,hotel-concord-syracuse-east-syracuse-ny,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Fultonville,truck-stops,Fultonville,NY,ta-fultonville-fultonville-ny,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #1317,truck-stops,Fultonville,NY,pilot-travel-center-1317-fultonville-ny,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Onvo Travel Plaza - Fultonville,truck-stops,Fultonville,NY,onvo-travel-plaza-fultonville-fultonville-ny,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #611,truck-stops,Canaan,NY,love-s-travel-stop-611-canaan-ny,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at TA Fultonville,cat-scales,Fultonville,NY,cat-scale-at-ta-fultonville-fultonville-ny,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
CAT Scale at Pilot Fultonville,cat-scales,Fultonville,NY,cat-scale-at-pilot-fultonville-fultonville-ny,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
CAT Scale at Love's Canaan,cat-scales,Canaan,NY,cat-scale-at-love-s-canaan-canaan-ny,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Indian Castle Service Area,parking,Little Falls,NY,indian-castle-service-area-little-falls-ny,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Iroquois Service Area,parking,Little Falls,NY,iroquois-service-area-little-falls-ny,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Mohawk Service Area,parking,Amsterdam,NY,mohawk-service-area-amsterdam-ny,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pattersonville Service Area,parking,Pattersonville,NY,pattersonville-service-area-pattersonville-ny,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Guilderland Service Area,parking,Guilderland,NY,guilderland-service-area-guilderland-ny,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Schodack Commercial Vehicle Inspection Station,weigh-stations,Schodack,NY,schodack-commercial-vehicle-inspection-station-schodack-ny,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Schodack Rest Area,parking,Schodack,NY,schodack-rest-area-schodack-ny,,39,Incomplete,needs-geocoding,,import-unpublished,"completeness 39, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; Amenities; TPC reservation link; Verified date; Approved reviews
"Interstate Northeast, Inc.",roadside-service,Amsterdam,NY,interstate-northeast-inc-amsterdam-ny,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Adirondack Heavy Duty Truck Towing & Repair,roadside-service,Amsterdam,NY,adirondack-heavy-duty-truck-towing-repair-amsterdam-ny,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Amsterdam Truck Center,roadside-service,Amsterdam,NY,amsterdam-truck-center-amsterdam-ny,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Website; Verified date; Approved reviews
Frank's Heavy Duty Truck Repairs,roadside-service,Amsterdam,NY,frank-s-heavy-duty-truck-repairs-amsterdam-ny,,61,Needs work,needs-geocoding,,import-unpublished,completeness 61 — enrich before publishing,Verified coordinates; Phone; Website; Verified date; Approved reviews
