name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Pilot Travel Center (Town Pump #915),truck-stops,Billings,MT,pilot-travel-center-town-pump-915-billings-mt,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #679,truck-stops,Hardin,MT,love-s-travel-stop-679-hardin-mt,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Love's Travel Stop #1043,cat-scales,Laurel,MT,cat-scale-at-love-s-travel-stop-1043-laurel-mt,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
CAT Scale at TA Laurel,cat-scales,Laurel,MT,cat-scale-at-ta-laurel-laurel-mt,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale at Flying J Billings,cat-scales,Billings,MT,cat-scale-at-flying-j-billings-billings-mt,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale at Pilot Billings,cat-scales,Billings,MT,cat-scale-at-pilot-billings-billings-mt,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Hardin Rest Area Motor Carrier Services Weigh Station,weigh-stations,Hardin,MT,hardin-rest-area-motor-carrier-services-weigh-station-hardin-mt,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Greycliff Rest Area,parking,Greycliff,MT,greycliff-rest-area-greycliff-mt,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Columbus Rest Area,parking,Columbus,MT,columbus-rest-area-columbus-mt,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Hardin Rest Area,parking,Hardin,MT,hardin-rest-area-hardin-mt,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Fly In Lube & Wash,truck-washes,Billings,MT,fly-in-lube-wash-billings-mt,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Hoogies Industrial Cleaning,truck-washes,Billings,MT,hoogies-industrial-cleaning-billings-mt,,43,Needs work,needs-geocoding,,import-unpublished,"completeness 43, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Website; Amenities; Verified date; Approved reviews
Pomp's Tire Service - Billings,tire-repair,Billings,MT,pomp-s-tire-service-billings-billings-mt,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Hanser's Towing & Semi Truck Heavy Wrecker,roadside-service,Billings,MT,hanser-s-towing-semi-truck-heavy-wrecker-billings-mt,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
