name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Sunoco Truck Stop - Palm Bay,truck-stops,Palm Bay,FL,sunoco-truck-stop-palm-bay-palm-bay-fl,,53,Needs work,needs-geocoding,,import-unpublished,completeness 53 — enrich before publishing,ZIP; Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot / ONE9 Travel Center #88,truck-stops,Cocoa,FL,pilot-one9-travel-center-88-cocoa-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #316,truck-stops,Ormond Beach,FL,love-s-travel-stop-316-ormond-beach-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Flying J Travel Center #626,truck-stops,Saint Augustine,FL,flying-j-travel-center-626-saint-augustine-fl,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #894,truck-stops,Saint Augustine,FL,love-s-travel-stop-894-saint-augustine-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #91,truck-stops,Saint Johns,FL,pilot-travel-center-91-saint-johns-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Jacksonville South #248,truck-stops,Saint Johns,FL,ta-jacksonville-south-248-saint-johns-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #603,truck-stops,Jacksonville,FL,love-s-travel-stop-603-jacksonville-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #828,truck-stops,Jacksonville,FL,love-s-travel-stop-828-jacksonville-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #1047,truck-stops,Jacksonville,FL,pilot-travel-center-1047-jacksonville-fl,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at TA Vero Beach,cat-scales,Vero Beach,FL,cat-scale-at-ta-vero-beach-vero-beach-fl,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
CAT Scale at Love's Ormond Beach,cat-scales,Ormond Beach,FL,cat-scale-at-love-s-ormond-beach-ormond-beach-fl,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
CAT Scale at Flying J Saint Augustine,cat-scales,Saint Augustine,FL,cat-scale-at-flying-j-saint-augustine-saint-augustine-fl,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
CAT Scale at TA Jacksonville South,cat-scales,Saint Johns,FL,cat-scale-at-ta-jacksonville-south-saint-johns-fl,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
CAT Scale at Love's Jacksonville (Pecan Park),cat-scales,Jacksonville,FL,cat-scale-at-love-s-jacksonville-pecan-park-jacksonville-fl,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Blue Beacon Truck Wash - Jacksonville,truck-washes,Jacksonville,FL,blue-beacon-truck-wash-jacksonville-jacksonville-fl,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Southern Tire & Fleet Service,tire-repair,Jacksonville,FL,southern-tire-fleet-service-jacksonville-fl,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
TD Commercial Tire,tire-repair,Jacksonville,FL,td-commercial-tire-jacksonville-fl,,62,Needs work,needs-geocoding,,import-unpublished,completeness 62 — enrich before publishing,Exit number; Verified coordinates; Phone; Verified date; Approved reviews
TA Truck Service - Jacksonville South,tire-repair,Saint Johns,FL,ta-truck-service-jacksonville-south-saint-johns-fl,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Nassau County Weigh Station (I-95),weigh-stations,Yulee,FL,nassau-county-weigh-station-i-95-yulee-fl,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Agricultural Inspection Station No. 16B (I-95),weigh-stations,Yulee,FL,agricultural-inspection-station-no-16b-i-95-yulee-fl,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Florida Welcome Center (I-95),parking,Yulee,FL,florida-welcome-center-i-95-yulee-fl,,46,Needs work,needs-geocoding,,import-unpublished,"completeness 46, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
St. Johns County Rest Area (I-95 MM 331),parking,Jacksonville,FL,st-johns-county-rest-area-i-95-mm-331-jacksonville-fl,,46,Needs work,needs-geocoding,,import-unpublished,"completeness 46, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
St. Johns County Rest Area (I-95 MM 302),parking,Saint Augustine,FL,st-johns-county-rest-area-i-95-mm-302-saint-augustine-fl,,46,Needs work,needs-geocoding,,import-unpublished,"completeness 46, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
"Brevard County Rest Area (I-95 MM 225, Titusville)",parking,Titusville,FL,brevard-county-rest-area-i-95-mm-225-titusville-titusville-fl,,46,Needs work,needs-geocoding,,import-unpublished,"completeness 46, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
"Brevard County Rest Area (I-95 MM 168, Palm Bay)",parking,Palm Bay,FL,brevard-county-rest-area-i-95-mm-168-palm-bay-palm-bay-fl,,46,Needs work,needs-geocoding,,import-unpublished,"completeness 46, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
ASAP Towing & Storage,roadside-service,Jacksonville,FL,asap-towing-storage-jacksonville-fl,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
JAX24 Mobile Semi Truck Repair,roadside-service,Jacksonville,FL,jax24-mobile-semi-truck-repair-jacksonville-fl,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
All Truck Service - Jacksonville,roadside-service,Jacksonville,FL,all-truck-service-jacksonville-jacksonville-fl,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
United CDL Academy,cdl-schools,Jacksonville,FL,united-cdl-academy-jacksonville-fl,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Exit number; Verified coordinates; Phone; Amenities; Verified date; Approved reviews
CDL School Inc. - Jacksonville,cdl-schools,Jacksonville,FL,cdl-school-inc-jacksonville-jacksonville-fl,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Exit number; Verified coordinates; Phone; Amenities; Verified date; Approved reviews
Roadmaster Drivers School of Jacksonville,cdl-schools,Jacksonville,FL,roadmaster-drivers-school-of-jacksonville-jacksonville-fl,,44,Needs work,needs-geocoding,,import-unpublished,"completeness 44, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Amenities; Verified date; Approved reviews
SAGE Truck Driving School - Jacksonville,cdl-schools,Jacksonville,FL,sage-truck-driving-school-jacksonville-jacksonville-fl,,44,Needs work,needs-geocoding,,import-unpublished,"completeness 44, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Amenities; Verified date; Approved reviews
