name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Hart County Rest Area (I-65 Northbound),parking,Horse Cave,KY,hart-county-rest-area-i-65-northbound-horse-cave-ky,,44,Needs work,needs-geocoding,,import-unpublished,"completeness 44, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Truck-space count; TPC reservation link; Verified date; Approved reviews
Munfordville Rest Area (I-65 Southbound),parking,Munfordville,KY,munfordville-rest-area-i-65-southbound-munfordville-ky,,44,Needs work,needs-geocoding,,import-unpublished,"completeness 44, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Truck-space count; TPC reservation link; Verified date; Approved reviews
Baymont by Wyndham Cave City,hotels-truck-parking,Cave City,KY,baymont-by-wyndham-cave-city-cave-city-ky,,54,Needs work,needs-geocoding,,import-unpublished,"completeness 54, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Truck-space count; TPC reservation link; Verified date; Approved reviews
Petro Stopping Center #330 (Petro Glendale),truck-stops,Glendale,KY,petro-stopping-center-330-petro-glendale-glendale-ky,,75,Good,needs-geocoding,,ready-to-publish,completeness 75 with address,Verified coordinates; Parking type; TPC reservation link; Verified date; Approved reviews
CAT Scale - Petro Glendale (#330),cat-scales,Glendale,KY,cat-scale-petro-glendale-330-glendale-ky,,61,Needs work,needs-geocoding,,import-unpublished,completeness 61 — enrich before publishing,Verified coordinates; Phone; Website; Verified date; Approved reviews
TA Truck Service - Petro Glendale,roadside-service,Glendale,KY,ta-truck-service-petro-glendale-glendale-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Blue Beacon Truck Wash of Glendale,truck-washes,Glendale,KY,blue-beacon-truck-wash-of-glendale-glendale-ky,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Amenities; Verified date; Approved reviews
Pilot Travel Center #48 (Glendale),truck-stops,Glendale,KY,pilot-travel-center-48-glendale-glendale-ky,,75,Good,needs-geocoding,,ready-to-publish,completeness 75 with address,Verified coordinates; Parking type; TPC reservation link; Verified date; Approved reviews
CAT Scale - Pilot Travel Center #48 (Glendale),cat-scales,Glendale,KY,cat-scale-pilot-travel-center-48-glendale-glendale-ky,,61,Needs work,needs-geocoding,,import-unpublished,completeness 61 — enrich before publishing,Verified coordinates; Phone; Website; Verified date; Approved reviews
Wingfoot Truck Care - Pilot #48 (Glendale),tire-repair,Glendale,KY,wingfoot-truck-care-pilot-48-glendale-glendale-ky,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Amenities; Verified date; Approved reviews
RaceTrac #2597 (Elizabethtown),truck-stops,Elizabethtown,KY,racetrac-2597-elizabethtown-elizabethtown-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Parking type; TPC reservation link; Verified date; Approved reviews
CAT Scale - RaceTrac #2597 (Elizabethtown),cat-scales,Elizabethtown,KY,cat-scale-racetrac-2597-elizabethtown-elizabethtown-ky,,61,Needs work,needs-geocoding,,import-unpublished,completeness 61 — enrich before publishing,Verified coordinates; Phone; Website; Verified date; Approved reviews
Love's Travel Stop #716 (Elizabethtown),truck-stops,Elizabethtown,KY,love-s-travel-stop-716-elizabethtown-elizabethtown-ky,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Exit number; Verified coordinates; Parking type; TPC reservation link; Verified date; Approved reviews
CAT Scale - Love's Travel Stop #716 (Elizabethtown),cat-scales,Elizabethtown,KY,cat-scale-love-s-travel-stop-716-elizabethtown-elizabethtown-ky,,54,Needs work,needs-geocoding,,import-unpublished,completeness 54 — enrich before publishing,Exit number; Verified coordinates; Phone; Website; Verified date; Approved reviews
Love's Truck Care - Love's #716 (Elizabethtown),tire-repair,Elizabethtown,KY,love-s-truck-care-love-s-716-elizabethtown-elizabethtown-ky,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Amenities; Verified date; Approved reviews
Plaza 94 (Elizabethtown),truck-stops,Elizabethtown,KY,plaza-94-elizabethtown-elizabethtown-ky,,54,Needs work,needs-geocoding,,import-unpublished,completeness 54 — enrich before publishing,Verified coordinates; Phone; Website; Parking type; Amenities; TPC reservation link; Verified date; Approved reviews
Plaza 94 Truck Wash (Elizabethtown),truck-washes,Elizabethtown,KY,plaza-94-truck-wash-elizabethtown-elizabethtown-ky,,56,Needs work,needs-geocoding,,import-unpublished,completeness 56 — enrich before publishing,Verified coordinates; Phone; Website; Amenities; Verified date; Approved reviews
Greenfield Inn & Suites Elizabethtown (I-65 Exit 94),hotels-truck-parking,Elizabethtown,KY,greenfield-inn-suites-elizabethtown-i-65-exit-94-elizabethtown-ky,,59,Needs work,needs-geocoding,,import-unpublished,completeness 59 — enrich before publishing,Verified coordinates; Phone; Website; Truck-space count; TPC reservation link; Verified date; Approved reviews
Best Western Plus Elizabethtown Inn & Suites (I-65 Exit 94),hotels-truck-parking,Elizabethtown,KY,best-western-plus-elizabethtown-inn-suites-i-65-exit-94-elizabethtown-ky,,66,Good,needs-geocoding,,ready-to-publish,completeness 66 with address,Verified coordinates; Phone; Truck-space count; TPC reservation link; Verified date; Approved reviews
"Kentucky Weigh Station - I-65 Southbound (Elizabethtown, KSP Post 3)",weigh-stations,Elizabethtown,KY,kentucky-weigh-station-i-65-southbound-elizabethtown-ksp-post-3-elizabethtown-ky,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Pilot Travel Center #399,truck-stops,Lebanon Junction,KY,pilot-travel-center-399-lebanon-junction-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Truck-space count; TPC reservation link; Verified date; Approved reviews
"CAT Scale - Pilot Travel Center #399, Lebanon Junction",cat-scales,Lebanon Junction,KY,cat-scale-pilot-travel-center-399-lebanon-junction-lebanon-junction-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Love's Travel Stop #238,truck-stops,Shepherdsville,KY,love-s-travel-stop-238-shepherdsville-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Truck-space count; TPC reservation link; Verified date; Approved reviews
"CAT Scale - Love's Travel Stop #238, Shepherdsville",cat-scales,Shepherdsville,KY,cat-scale-love-s-travel-stop-238-shepherdsville-shepherdsville-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Love's Truck Care #238,roadside-service,Shepherdsville,KY,love-s-truck-care-238-shepherdsville-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Pilot Travel Center #356,truck-stops,Shepherdsville,KY,pilot-travel-center-356-shepherdsville-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Truck-space count; TPC reservation link; Verified date; Approved reviews
"CAT Scale - Pilot Travel Center #356, Shepherdsville",cat-scales,Shepherdsville,KY,cat-scale-pilot-travel-center-356-shepherdsville-shepherdsville-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
All American Truck Wash,truck-washes,Shepherdsville,KY,all-american-truck-wash-shepherdsville-ky,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Amenities; Verified date; Approved reviews
"Bullitt County Welcome Center (I-65 Southbound, MM 114) - truck parking",parking,Shepherdsville,KY,bullitt-county-welcome-center-i-65-southbound-mm-114-truck-parking-shepherdsville-ky,,50,Needs work,needs-geocoding,,import-unpublished,"completeness 50, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
I-65 Bullitt County Weigh Station (KVE/KSP),weigh-stations,Shepherdsville,KY,i-65-bullitt-county-weigh-station-kve-ksp-shepherdsville-ky,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Days Inn by Wyndham Louisville Airport Fair & Expo Center,hotels-truck-parking,Louisville,KY,days-inn-by-wyndham-louisville-airport-fair-expo-center-louisville-ky,,73,Good,needs-geocoding,,ready-to-publish,completeness 73 with address,Verified coordinates; Truck-space count; TPC reservation link; Verified date; Approved reviews
"Motel 6 Louisville, KY - Airport/Fair Expo",hotels-truck-parking,Louisville,KY,motel-6-louisville-ky-airport-fair-expo-louisville-ky,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Parking type; Truck-space count; Amenities; TPC reservation link; Verified date; Approved reviews
