name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Grand Island Rest Area,parking,Grand Island,NE,grand-island-rest-area-grand-island-ne,,43,Needs work,needs-geocoding,,import-unpublished,"completeness 43, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Bosselman Travel Center / Pilot #902,truck-stops,Grand Island,NE,bosselman-travel-center-pilot-902-grand-island-ne,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Boss Truck Shop #12,roadside-service,Grand Island,NE,boss-truck-shop-12-grand-island-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Love's Travel Stop #309,truck-stops,Aurora,NE,love-s-travel-stop-309-aurora-ne,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Petro Stopping Center #362 (Petro York),truck-stops,York,NE,petro-stopping-center-362-petro-york-york-ne,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Blue Beacon Truck Wash - York,truck-washes,York,NE,blue-beacon-truck-wash-york-york-ne,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Shoemaker's Travel Center,truck-stops,Lincoln,NE,shoemaker-s-travel-center-lincoln-ne,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Lincoln Rest Area (Westbound),parking,Lincoln,NE,lincoln-rest-area-westbound-lincoln-ne,,43,Needs work,needs-geocoding,,import-unpublished,"completeness 43, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Waverly Weigh Station (Westbound),weigh-stations,Waverly,NE,waverly-weigh-station-westbound-waverly-ne,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Waverly Weigh Station (Eastbound),weigh-stations,Waverly,NE,waverly-weigh-station-eastbound-waverly-ne,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Cubby's Greenwood Travel Plaza,truck-stops,Greenwood,NE,cubby-s-greenwood-travel-plaza-greenwood-ne,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Flying J Travel Center #686,truck-stops,Gretna,NE,flying-j-travel-center-686-gretna-ne,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Sapp Bros Travel Center - Omaha,truck-stops,Omaha,NE,sapp-bros-travel-center-omaha-omaha-ne,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #730,truck-stops,Omaha,NE,love-s-travel-stop-730-omaha-ne,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale - Grand Island (Bosselman/Pilot),cat-scales,Grand Island,NE,cat-scale-grand-island-bosselman-pilot-grand-island-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale - Aurora (Love's #309),cat-scales,Aurora,NE,cat-scale-aurora-love-s-309-aurora-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale - York (Petro),cat-scales,York,NE,cat-scale-york-petro-york-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale - Lincoln (Shoemaker's),cat-scales,Lincoln,NE,cat-scale-lincoln-shoemaker-s-lincoln-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale - Greenwood (Cubby's),cat-scales,Greenwood,NE,cat-scale-greenwood-cubby-s-greenwood-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale - Gretna (Flying J #686),cat-scales,Gretna,NE,cat-scale-gretna-flying-j-686-gretna-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale - Omaha (Love's #730),cat-scales,Omaha,NE,cat-scale-omaha-love-s-730-omaha-ne,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
