id,name,state,city,provenance,publication_verdict,facility_verdict,coordinate_verdict,overnight_verdict,reason_codes,duplicate_candidate_ids,completeness_score,pending_reports,candidate_source_to_verify,owner_action
79b23309-1563-43cb-9657-4edb9d990acb,"TDOT Madison County Rest Area (I-40 Eastbound, MM 73)",TN,Denmark,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED FREE_PAID_UNSOURCED,,51,0,https://www.tn.gov/tdot/engineering-operations-division/welcome-center-rest-areas.html,retrieve and record source: https://www.tn.gov/tdot/engineering-operations-division/welcome-center-rest-areas.html
c1b2faaa-1b77-420d-88ce-d1d2d36f7a5b,"Tennessee Welcome Center - I-65 (Ardmore, Northbound)",TN,Ardmore,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,54,0,https://www.tn.gov/tdot/engineering-operations-division/welcome-center-rest-areas.html,retrieve and record source: https://www.tn.gov/tdot/engineering-operations-division/welcome-center-rest-areas.html
49433ba9-dcea-4fa2-81f6-46cc54bf922c,Truck Parking Club - 799 12th Ave N (Bobtail/Box Truck Parking),TN,Nashville,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING FREE_PAID_UNSOURCED RESERVABILITY_UNSOURCED,,53,0,https://truckparkingclub.com/truck-parking/tennessee/nashville/799-12th-ave-n-37203,retrieve and record source: https://truckparkingclub.com/truck-parking/tennessee/nashville/799-12th-ave-n-37203
5ea6edb7-8a31-4b40-a59a-aac43a2f9d9c,"Truck Parking Club property - 1420 TN-96, Fairview",TN,Fairview,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING OVERNIGHT_LEGACY_BOOLEAN_ONLY FREE_PAID_UNSOURCED RESERVABILITY_UNSOURCED,,55,0,https://truckparkingclub.com/us/tennessee,retrieve and record source: https://truckparkingclub.com/us/tennessee
291f4ba9-2de3-4f95-a81d-642f0bf0ac93,"Westbound Truck Parking Area, I-40 WB near Monterey",TN,Monterey,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING OVERNIGHT_LEGACY_BOOLEAN_ONLY FREE_PAID_UNSOURCED,,49,0,https://truckmap.com/place/westbound-truck-parking-area-i-40-wb-monterey-tn-38574-usa,retrieve and record source: https://truckmap.com/place/westbound-truck-parking-area-i-40-wb-monterey-tn-38574-usa
0b924a84-cb2d-4876-b433-f63fdfa47c78,Carson Safety Rest Area,VA,Carson,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,58,0,https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/,retrieve and record source: https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/
20527ca4-925d-432f-a857-1150c2a09ba8,Dale City Safety Rest Area (Northbound),VA,Dale City,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,58,0,https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/,retrieve and record source: https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/
b440fb9a-6e87-485e-8279-680b862a8f0b,Dale City Truck Rest Area (Southbound),VA,Dale City,legacy-import,non-parking,car-only,missing,unknown,CAR_ONLY_REST_AREA PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,58,0,https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/,recategorise or reject
1b0ef012-d5cf-4550-8723-3c19fa283ddb,Fredericksburg Welcome Center (Southbound),VA,Fredericksburg,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,58,0,https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/,retrieve and record source: https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/
fe637d31-d4dc-4482-9e3c-2b196a38335c,Ladysmith Safety Rest Area (Northbound),VA,Ladysmith,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,58,0,https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/,retrieve and record source: https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/
0ef95380-098c-4503-9bc9-74781c544195,Ladysmith Safety Rest Area (Southbound),VA,Ladysmith,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,58,0,https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/,retrieve and record source: https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/
9a0ac97f-90d6-4f60-a96d-d51791049ffe,Virginia Welcome Center (Skippers),VA,Skippers,legacy-import,needs-source-provenance,unknown,missing,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATES_MISSING AMENITIES_UNSOURCED,,58,0,https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/,retrieve and record source: https://www.vdot.virginia.gov/about/our-system/highways/rest-areas/
ed44c220-c6df-4699-901c-eed2820054ed,Guilford Welcome Center (I-91 North),VT,Guilford,official-government,needs-source-provenance,unknown,unverifiable,unknown,PARKING_SOURCE_MISSING TRUCK_ACCESS_UNPROVEN COORDINATE_PROVENANCE_MISSING,,34,0,,find an official source
