source_ref,official_name,brand_family,name,address,city,state,zip,lat,lng,interstate,exit_number,interstate_raw,parking_spaces,fuel_lanes,showers,overnight_parking,parking_restrictions,cat_scale,amenities,has_parking
460,Pilot Travel Center,Pilot,Pilot Travel Center #460,400 S Morgan Rd,Oklahoma City,OK,73128,35.461839064003144,-97.68791898153074,I-40,140,"I-40, Exit 140",145,10,10,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
571,Flying J Travel Center,Flying J,Flying J Travel Center #571,2460 US-60,Charleston,MO,63834,36.9222008,-89.3139328,I-57,12,"I-57, Exit 12",84,9,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
581,Pilot Travel Center,Pilot,Pilot Travel Center #581,11650 Courthouse Blvd,Inver Grove Heights,MN,55077,44.780871643691896,-93.03365395828342,,,US-52 & 117th St,40,5,3,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
606,Flying J Travel Center,Flying J,Flying J Travel Center #606,8300 State Hwy 108,Texarkana,AR,71854,33.512894836460354,-93.9482731552601,I-30,7,"I-30, Exit 7",155,10,12,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
659,Flying J Travel Center,Flying J,Flying J Travel Center #659,2250 N Ohio St,Salina,KS,67401,38.87912477544829,-97.59248386375428,I-70,253,"I-70, Exit 253",120,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
703,Flying J Travel Center,Flying J,Flying J Travel Center #703,701 S Morgan Rd,Oklahoma City,OK,73128,35.458788815187084,-97.69044622949981,I-40,140,"I-40, Exit 140",172,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
735,Flying J Travel Center,Flying J,Flying J Travel Center #735,7112 I-10 W,Orange,TX,77632,30.11643183615357,-93.81964042936096,I-10,873,"I-10, Exit 873",150,12,14,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
733,Flying J Travel Center,Flying J,Flying J Travel Center #733,602 4th St,Lubbock,TX,79401,33.593171290052105,-101.84114527198265,I-27,4,"I-27, Exit 4",69,5,4,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
753,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #753,23818 Rogers Clark Blvd,Ruther Glen,VA,22546,37.9395098,-77.4658284,I-95,104,"I-95, Exit 104",35,10,4,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
742,Flying J Travel Center,Flying J,Flying J Travel Center #742,1605 East Saddleback Blvd.,Tooele,UT,84074,40.685850974129416,-112.26691307548046,I-80,,I-80 Exit 99,130,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
912,Pilot Travel Center,Pilot,Pilot Travel Center #912,11775 NE-11,Wood River,NE,68883,40.76014610185849,-98.58683195833588,I-80,300,"I-80, Exit 300",29,7,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
1012,Pilot Travel Center,Pilot,Pilot Travel Center #1012,1300 N Grand Ave,Mount Pleasant,IA,52641,40.9820445029456,-91.53934192451952,,,US-218 & US-34,72,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
963,ONE9 Dealer,ONE9,ONE9 Dealer #963,3709 S Geiger Blvd,Spokane,WA,99224,47.620534040409396,-117.50694794973754,I-90,276,"I-90, Exit 276",2,3,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Drivers Lounge | Lottery | Truck Parking Spaces,true
144,Pilot Travel Center,Pilot,Pilot Travel Center #144,2975 Gun Club Rd,Augusta,GA,30907,33.524163,-82.033391,I-20,200,"I-20, Exit 200",90,8,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
29,Pilot Travel Center,Pilot,Pilot Travel Center #29,6900 N Old US-27,Fremont,IN,46737,41.744137388831916,-84.99975084449656,I-90,357,"I-90/69, Exit 357",130,11,7,,,false,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
11,Pilot Travel Center,Pilot,Pilot Travel Center #11,10920 Market St,North Lima,OH,44452,40.959842,-80.660301,I-76,232,"I-76, Exit 232",50,6,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
236,Pilot Travel Center,Pilot,Pilot Travel Center #236,301 Ridge Rd,Minooka,IL,60447,41.4607044,-88.2721814,I-80,122,"I-80, Exit 122",100,8,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
238,Pilot Travel Center,Pilot,Pilot Travel Center #238,2495 210th Ave,Percival,IA,51648,40.69022432454956,-95.79240593121338,I-29,10,"I-29, Exit 10",50,7,7,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
243,Pilot Travel Center,Pilot,Pilot Travel Center #243,4304 1st Ave,Nitro,WV,25143,38.4436739,-81.8306979,I-64,45,"I-64, Exit 45",50,6,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
300,Pilot Travel Center,Pilot,Pilot Travel Center #300,2111 SW Railroad Ave,Hammond,LA,70403,30.4775468,-90.4562919,I-12,40,"I-12/55, Exit 40",60,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
297,ONE9 Travel Center,ONE9,ONE9 Travel Center #297,5555 E Margaret Ave,Terre Haute,IN,47803,39.43329431727441,-87.33216018650816,I-70,11B,"I-70 & IN-46, Exit 11B",50,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
305,Flying J Travel Center,Flying J,Flying J Travel Center #305,1 Giant Crossing,Jamestown,NM,87347,35.480882653625294,-108.43280238161468,I-40,39,"I-40, Exit 39",450,12,16,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
375,Pilot Travel Center,Pilot,Pilot Travel Center #375,4440 N McCarty St,Houston,TX,77013,29.800299216049957,-95.26764981916281,I-610,24A,"I-610, Exit 24A",98,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
408,Pilot Travel Center,Pilot,Pilot Travel Center #408,3000 Chestnut Ridge Rd,Grantsville,MD,21536,39.69221982196893,-79.10023475330352,I-68,22,"I-68, Exit 22",38,7,7,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
428,Pilot Travel Center,Pilot,Pilot Travel Center #428,300 Well Rd,West Monroe,LA,71292,32.5078943246877,-92.19246159259033,I-20,112,"I-20, Exit 112",100,9,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
518,Flying J Travel Center,Flying J,Flying J Travel Center #518,2210 Camp Swatara Rd,Myerstown,PA,17067,40.46335168778975,-76.33972927049726,I-78,10,"I-78, Exit 10",140,11,13,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
573,Pilot Travel Center,Pilot,Pilot Travel Center #573,2000 FM 1488,Hempstead,TX,77445,30.108564976257348,-96.04759399426581,,,US-290 & FM 1488,46,8,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
608,Flying J Travel Center,Flying J,Flying J Travel Center #608,I-10 Exit 1 Frontage Road N.,Ehrenberg,AZ,85334,33.601605771178335,-114.52286345634462,I-10,1,"I-10, Exit 1",66,10,14,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | CB Shop | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
640,Flying J Travel Center,Flying J,Flying J Travel Center #640,5350 US-93,Jerome,ID,83338,42.64947954795628,-114.44270905464839,I-84,173,"I-84, Exit 173",100,8,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
719,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #719,2945 Burr St,Gary,IN,46406,41.56538257363288,-87.40252066679537,I-94,6,"I-94, Exit 6",17,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
741,Flying J Travel Center,Flying J,Flying J Travel Center #741,2311 Old Jacksboro Hwy,Wichita Falls,TX,76301,33.89034795140986,-98.48283906011662,,,US-287 & Old Jacksboro Hwy,50,5,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
774,Flying J Travel Center,Flying J,Flying J Travel Center #774,90 S Stone Rd,Snowville,UT,84336,41.9635939,-112.7095853,I-84,7,"I-84, Exit 7",36,3,3,,,false,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
906,Pilot Licensed Location,Pilot,Pilot Licensed Location #906,602 E 8th Ave,Columbus,MT,59019,45.64492725196708,-109.247342193779,I-90,408,"I-90, Exit 408",8,8,0,,,false,Diesel Lanes | Showers | ATM | DEF Lanes | Public Laundry | Truck Parking Spaces,true
931,Flying J Licensed Location,Flying J,Flying J Licensed Location #931,4200 N I-90 Service Rd,Rapid City,SD,57701,44.103422478945994,-103.14955142195129,I-90,61,"I-90, Exit 61",125,8,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Public Laundry | Truck Parking Spaces,true
1083,Pilot Travel Center,Pilot,Pilot Travel Center #1083,100 S Poplar St,Stratford,TX,79084,36.33107864988914,-102.07354320251804,,,US-287 & US-54,62,7,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
1114,Pilot Travel Center,Pilot,Pilot Travel Center #1114,1050 Busse Rd,Bensenville,IL,60106,41.98805371515785,-87.96037550429915,I-290,3,"I-290, Exit 3",15,6,0,,,true,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
1135,Pilot Travel Center,Pilot,Pilot Travel Center #1135,1419 US-281,Falfurrias,TX,78355,27.211821,-98.1414383,,FM 3066,"US-281, Exit FM 3066",44,6,3,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
1140,Pilot Travel Center,Pilot,Pilot Travel Center #1140,8221 US-287,Rhome,TX,76078,33.10222000200688,-97.47029824232789,,,US-287 & Illinois St,52,6,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
72,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #72,1504 Dean Forest Rd,Savannah,GA,31408,32.072302,-81.199597,I-16,160,"I-16, Exit 160",0,5,1,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Mobile Ordering,false
281,Pilot Travel Center,Pilot,Pilot Travel Center #281,2786 Salt Springs Rd,Girard,OH,44420,41.140321413689506,-80.71888217038428,I-80,226,"I-80, Exit 226",80,9,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
338,Pilot Travel Center,Pilot,Pilot Travel Center #338,3008 Highway 321,West Columbia,SC,29033,33.92997680457457,-81.07820195441835,I-26,115,"I-26/77, Exit 115",90,7,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
388,Pilot Travel Center,Pilot,Pilot Travel Center #388,1555 Tommy Webb Dr,Meridian,MS,39307,32.34617329314127,-88.72819891769377,I-20,151,"I-20/59, Exit 151",100,10,7,,,false,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
488,Flying J Travel Center,Flying J,Flying J Travel Center #488,921 N I-35,Cotulla,TX,78014,28.45260814175459,-99.23839607675094,I-35,69,"I-35, Exit 69",77,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
584,Flying J Travel Center,Flying J,Flying J Travel Center #584,12334 Ehlen Road NE,Aurora,OR,97002,45.23369678531548,-122.80997199272919,I-5,278,"I-5, Exit 278",51,9,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
628,Flying J Travel Center,Flying J,Flying J Travel Center #628,10226 Old Federal Rd,Carnesville,GA,30521,34.34688317905446,-83.32180325377774,I-85,160,"I-85, Exit 160",190,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
644,Flying J Travel Center,Flying J,Flying J Travel Center #644,343 Civic Rd,La Salle,IL,61301,41.369052821907786,-89.09793148032188,I-80,77,"I-80, Exit 77",186,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
647,Flying J Travel Center,Flying J,Flying J Travel Center #647,844 E 1250 S,Haubstadt,IN,47639,38.17482536814293,-87.55182097175536,I-64,25B,"I-64, Exit 25B",145,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
649,Flying J Travel Center,Flying J,Flying J Travel Center #649,1720 W Thompson Rd,Indianapolis,IN,46217,39.69333512253321,-86.19047406242677,I-465,4,"I-465, Exit 4",99,12,13,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
658,Flying J Travel Center,Flying J,Flying J Travel Center #658,4215 W US-50,Emporia,KS,66801,38.41117706682587,-96.23709344635468,I-35,127,"I-35/US-50, Exit 127",74,8,8,,,false,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
747,Pilot Travel Center,Pilot,Pilot Travel Center #747,1460 N 1750 W,Springville,UT,84663,40.1875538466513,-111.64156422090149,I-15,261,"I-15, Exit 261",80,8,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
