id	store_number	state	city	category_slug	is_published	has_coord	address	zip	lat	lng	interstate	source	name
a458560a-f2f2-4149-b476-a63e7a260094	24	OH	(I-75 Exit 15 area)	truck-stops	false	false					I-75	csv-import	Pilot Travel Center #24
321b8c5c-5c9f-48e1-aa9c-fd0332dee69e	24	MI	Monroe	truck-stops	true	false	1100 N Dixie Hwy	48162			I-75	csv-import	Pilot Travel Center #24 - Monroe
ef42e8a8-4ee1-4ece-a100-ba17bfe15200	267	GA	Byron	truck-stops	true	true	2965 Highway 247C		32.612278	-83.744515	I-75	csv-import	Pilot Travel Center #267
d806f887-5291-49e4-8e36-4e7ae97c3996	271	IN	Gary	truck-stops	true	false	2501 Burr St	46406			I-65	csv-import	Pilot Travel Center #271 (Burr Street)
5527d376-b806-4a10-bc75-0478c35672d0	284	MI	Monroe	truck-stops	true	false	1200 Nadeau Rd	48161			I-75	csv-import	Pilot Travel Center #284 - Monroe
f65fd2ef-14d5-456f-a937-bbf3750c87b9	290	MD	Perryville	truck-stops	false	false	31 Heather Lane	21903			I-95	csv-import	Pilot Travel Center #290
7d145a52-2a8c-420b-87c8-5c8668bca4d9	293	FL	Ocala	truck-stops	true	false	2020 SW Highway 484	34473			I-75	csv-import	Pilot Travel Center #293 (Ocala, SR 484)
5c42f488-24de-40af-a67d-88e61d627d64	321	KY	Walton	truck-stops	true	false	11229 Frontage Rd	41094			I-75	csv-import	Pilot Travel Center #321
930d8058-2612-4312-99fe-c80cc9d03e11	332	AR	North Little Rock	truck-stops	true	false	3300 Highway 391 N	72117			I-40	csv-import	Pilot Travel Center #332
4f23643b-4ec9-471a-beac-7a7538e73adf	337	SC	Florence	truck-stops	false	false	2015 W Lucas St	29501			I-95	csv-import	Pilot Travel Center #337
4b07b610-8186-4ad2-b037-cb9c402928a9	34	IN	Remington	truck-stops	true	false	4154 W US Hwy 24	47977			I-65	csv-import	Pilot Travel Center #34
951b39b1-6f25-40de-b2d3-d7cbca0d66a0	352	FL	Fort Myers	truck-stops	true	false	6050 Plaza Dr	33905			I-75	csv-import	Pilot Travel Center #352
a8a32662-d389-4d96-9653-6fde235726d0	353	KY	Georgetown	truck-stops	true	false	110 Triport Rd	40324			I-75	csv-import	Pilot Travel Center #353
bf859b17-33b7-4fb7-995a-1d7cb462c529	360	OH	Findlay	truck-stops	true	false	11471 State Route 613 W	45840			I-75	csv-import	Pilot Travel Center #360
6e1f345b-b3fd-42bb-848c-acfb5573ebc8	366	TN	Jackson	truck-stops	true	false	30 Sand Pebble Rd	38305			I-40	csv-import	Pilot Travel Center #366
7edab277-0c0b-4498-a04d-3389926b0fe4	37	IN	Whiteland	truck-stops	true	false	2962 E 500 N	46184			I-65	csv-import	Pilot Travel Center #37
ac64dd0e-2288-4bb0-85b8-2f1913dfd9f6	384	VA	Colonial Heights	truck-stops	false	false	2126 Ruffin Mill Rd	23834			I-95	csv-import	Pilot Travel Center #384
6c2078f9-7d25-48bf-8e8f-10d24ac2b372	393	NC	Waynesville	truck-stops	true	false	3712 Crabtree Rd	28786			I-40	csv-import	Pilot Travel Center #393
07d998a5-79fa-4b95-b63f-7bbeb29ca62e	406	TN	Cornersville	truck-stops	true	false	9211 Lewisburg Highway	37047			I-65	csv-import	Pilot Travel Center #406
c4fa7a01-7327-4a45-9a23-1d24e9bd4a3e	409	TN	Dickson	truck-stops	true	false	2320 Highway 46 S	37055			I-40	csv-import	Pilot Travel Center #409
362f1bd5-2789-488a-8652-ffa580d9737a	411	TN	Lebanon	truck-stops	true	false	921 Murfreesboro Rd	37090			I-40	csv-import	Pilot Travel Center #411
8a9e2301-b793-454f-85e6-c01e98b715c7	416	GA	Cordele	truck-stops	true	true	2201 16th Ave E	31015	31.960264	-83.74661	I-75	csv-import	Pilot Travel Center #416
599cf7a7-eb06-4527-bcdb-69daa62e11c7	421	GA	Dalton	truck-stops	true	true	142 Carbondale Rd SW	30721	34.655613	-84.981043	I-75	csv-import	Pilot Travel Center #421
9eaf0102-674a-4c29-a360-b2de6807e4f1	424	FL	Ocala	truck-stops	true	false	4032 W Highway 326	34482			I-75	csv-import	Pilot Travel Center #424 (Ocala, 4032 Hwy 326)
7d43f079-09a4-4f73-a484-93682b5e28aa	429	AR	West Memphis	truck-stops	true	false	1100 Martin Luther King Jr Dr	72301			I-40	csv-import	Pilot Travel Center #429
d7265e8b-ae0a-4d0b-84f1-de75c9f7a70d	430	AR	Russellville	truck-stops	true	false	215 AR-331 N	72802			I-40	csv-import	Pilot Travel Center #430
92a67cb7-3086-461e-a710-7ab4be8446cf	437	KY	Williamsburg	truck-stops	true	false	481 W Hwy 92 (KY-92)	40769			I-75	csv-import	Pilot Travel Center #437
28ed1b57-596a-42e2-bcb7-55434d32fe02	441	AL	Priceville	truck-stops	true	false	3240 Point Mallard Parkway SE	35603			I-65	csv-import	Pilot Travel Center #441
f7f69a6a-d032-46ee-9ce6-52796f556a07	448	IN	Hebron	truck-stops	true	false	18011 Colorado St	46341			I-65	csv-import	Pilot Travel Center #448 (Hebron)
58ed9375-a7ad-4139-95ec-8c928564778c	4556	FL	Wildwood	truck-stops	true	false	744 E State Road 44	34785			I-75	csv-import	Pilot Travel Center #4556 (Wildwood, 744 SR 44)
9689ab8c-c937-4676-8fa4-de202ec699d7	4558	GA	Calhoun	truck-stops	true	true	2111 US Highway 41 NE	30701	34.558868	-84.935939	I-75	csv-import	Pilot Travel Center #4558
c67c7c6b-57f0-444f-9d3f-c6000ae1f51d	4560	GA	Jackson	truck-stops	true	true	2995 Highway 36 W	30233	33.210567	-84.055973	I-75	csv-import	Pilot Travel Center #4560
f6a155cc-c10c-455a-b854-a3643c00535d	4561	GA	Valdosta	truck-stops	true	true	3460 Madison Hwy	31601	30.754816	-83.272851	I-75	csv-import	Pilot Travel Center #4561
0fda85a9-364c-4541-99d7-fac38c8f755e	4562	GA	Kingsland	truck-stops	false	false	2607 Scrubby Bluff Rd	31548			I-95	csv-import	Pilot Travel Center #4562
9ac45310-ac8c-4885-a5aa-ebf787c2f13a	4569	SC	Hardeeville	truck-stops	false	false	15976 Whyte Hardee Blvd	29927			I-95	csv-import	Pilot Travel Center #4569
7e79bd38-6884-4e0c-a05e-0303faa8514e	457	OH	Beaverdam	truck-stops	true	false	427 East Main Street	45808			I-75	csv-import	Pilot Travel Center #457
989e6437-46b1-45ce-a5b2-7f7d4d0cb18a	4584	SC	Latta	truck-stops	false	false	1504 SC-38	29565			I-95	csv-import	Pilot Travel Center #4584
4c7eff4b-4b93-4969-8d19-5fb1d388779b	4597	TN	Gordonsville	truck-stops	true	false	502 Gordonsville Hwy	38563			I-40	csv-import	Pilot Travel Center #4597
5adb811d-9b49-4829-a08f-75481f80a864	4598	TN	Niota	truck-stops	true	true	507 Hwy 309	37826	35.545167	-84.565514	I-75	csv-import	Pilot Travel Center #4598
8cb6aa2b-13c3-4f79-8b1b-ee434bb8cee8	4651	VA	Skippers	truck-stops	false	false	781 Moores Ferry Rd	23879			I-95	csv-import	Pilot Travel Center #4651
d4d6ed3b-3e72-4011-b0cc-29783bc21dd0	47	KY	Georgetown	truck-stops	true	false	259 Cherry Blossom Way	40324			I-75	csv-import	Pilot Travel Center #47
444e4c77-93aa-4cbc-a8f7-825079fac2f3	481	TN	McDonald	truck-stops	true	true	281 Pleasant Grove Road SW	37353	35.153142	-84.952948	I-75	csv-import	Pilot Travel Center #481
6d8f6cd0-78e1-489f-9f94-7878cba55e77	500	FL	Jasper	truck-stops	true	false	8067 FL-6	32052			I-75	csv-import	Pilot Travel Center #500 (Jasper)
7e949312-8bda-4eb3-b270-bed57d56fdc0	53	TN	Hurricane Mills	truck-stops	true	false	15559 Highway 13 S	37078			I-40	csv-import	Pilot Travel Center #53
50cf9353-443d-406e-b1d2-9889112e116c	575	GA	St. Marys	truck-stops	false	false	491 St Marys Rd	31548			I-95	csv-import	Pilot Travel Center #575
b89a9bb7-6833-4f23-8466-1d6660615cd3	58	NC	Pleasant Hill	truck-stops	false	false	2032 NC-48	27866			I-95	csv-import	Pilot Travel Center #58 (ONE9)
c251431a-ff37-4d55-9b22-1fd126b525aa	602	AL	Birmingham	truck-stops	true	false	224 Daniel Payne Dr	35207			I-65	csv-import	Pilot Travel Center #602
a77f9fde-3b52-4f86-961d-91e168d388d5	62	SC	Florence	truck-stops	false	false	3006 N Williston Rd				I-95	csv-import	Pilot Travel Center #62
781f82b8-a9a0-4264-bebf-044a9aba151f	67	GA	Cartersville	truck-stops	true	true	968 Cassville White Rd	30120	34.272701	-84.807736	I-75	csv-import	Pilot Travel Center #67
062c24f7-7145-41f3-97f7-431b2d8965b3	6990	NC	Kenly	truck-stops	false	false	1000 Truckstop Rd	27542			I-95	csv-import	Pilot Travel Center #6990
da315672-4e7f-4389-a555-4e4b7aa1d94a	71	GA	Port Wentworth	truck-stops	false	false	7001 GA-21	31407			I-95	csv-import	Pilot Travel Center #71
48942c6d-d58b-46ad-8a29-906278fceb35	75	AL	Satsuma	truck-stops	true	false	6109 US-43 S	36572			I-65	csv-import	Pilot Travel Center #75
da698161-6d20-4069-9e12-64db6fb9cf21	9	OH	Franklin	truck-stops	true	false	6830 Franklin-Lebanon Road	45005			I-75	csv-import	Pilot Travel Center #9
e5c73805-b895-443e-ad46-5b33992106d6	90	FL	Fort Pierce	truck-stops	false	false	7300 Okeechobee Rd	34945			I-95	csv-import	Pilot Travel Center #90
1f226de3-a16d-434e-9db3-2cb86dbf9e31	91	FL	Saint Johns	truck-stops	false	false	1625 County Road 210 W	32259			I-95	csv-import	Pilot Travel Center #91
894798c3-0460-4016-b5a1-ca4505143ee5	92	FL	Ocala	truck-stops	true	false	4255 NW Highway 326	34482			I-75	csv-import	Pilot Travel Center #92 (Ocala)
7500cfb3-d609-4280-9869-356cb5588398	94	FL	Punta Gorda	truck-stops	true	false	26505 Jones Loop Rd	33950			I-75	csv-import	Pilot Travel Center #94
76f653aa-907b-4800-865a-1dd03003185a	95	FL	Wildwood	truck-stops	true	false	493 E State Road 44	34785			I-75	csv-import	Pilot Travel Center #95 (Wildwood, 493 SR 44)
ff14e2af-f0a7-4e65-a341-c15aab36fe6e	962	IN	Sellersburg	truck-stops	true	false	1503 Avco Blvd	47172			I-65	csv-import	Pro Stop (Pilot Flying J Dealer #962)
1b28a7ae-3fa0-4c3a-975d-b96459b104d1		TN	Jackson	tire-repair	false	false	30 Sand Pebble Rd (at Pilot Travel Center #366)	38305			I-40	csv-import	Southern Tire Mart at Pilot - Jackson
ecdaf4ed-6ee3-44b4-ac84-7c8149c63055		TN	Niota	tire-repair	true	true	543 Highway 309	37826	35.545167	-84.565514	I-75	csv-import	Southern Tire Mart at Pilot - Niota
4788aa99-bbfe-4f81-b826-788e02ee475c		FL	Ocala	tire-repair	true	false	4080 W Hwy 326	34482			I-75	csv-import	Southern Tire Mart at Pilot - Ocala
ac82ce7a-885f-485b-b1f6-b7072af48ca8		GA	Port Wentworth	tire-repair	false	false	7001 GA-21	31407			I-95	csv-import	Southern Tire Mart at Pilot - Port Wentworth
8fb4e1c8-bbd6-45dc-b76e-5b67a0e12840		MI	Woodhaven	tire-repair	true	false	21055 West Rd	48183			I-75	csv-import	Southern Tire Mart at Pilot - Woodhaven
73be6034-88f2-44ac-9534-f669515c83a4		AR	Brinkley	tire-repair	true	false	2105 N Main St	72021			I-40	csv-import	Southern Tire Mart at Pilot (Brinkley)
2b7ac68a-1cd0-45d2-94bd-6ca204ce34ee		IN	Gary	tire-repair	true	false	2501 Burr St	46406			I-65	csv-import	Southern Tire Mart at Pilot (Gary)
1b9fd8ed-aee3-458f-9296-7a6a5f5ca340		SC	Hardeeville	tire-repair	false	false	15976 Whyte Hardee Blvd	29927			I-95	csv-import	Southern Tire Mart at Pilot (Hardeeville)
f4520840-396d-40f7-9df7-6bf8708e0997	297	KY	Georgetown	tire-repair	true	false	102 Triport Cir	40324			I-75	csv-import	Southern Tire Mart at Pilot #297
6e837904-c3b3-432f-b78f-bce80ada5ea0	314	TN	Dandridge	tire-repair	true	false	505 Patriot Dr	37725			I-40	csv-import	Southern Tire Mart at Pilot #314
e3e4eafb-c380-443e-b595-de2d3e0d3a9b	330	TN	Hurricane Mills	tire-repair	true	false	15559 Highway 13 S	37078			I-40	csv-import	Southern Tire Mart at Pilot #330
d6bd039a-db3c-449a-a77d-a8c9d46fb7af		AR	West Memphis	tire-repair	true	false	3400 Service Loop Rd	72301			I-40	csv-import	Southern Tire Mart at Pilot Flying J
adde99fe-b99d-4c75-b0a1-979badd7595b	9651	KY	Lexington	truck-stops	true	false	5360 Athens Boonesboro Rd	40509			I-75	csv-import	Speedway #9651 (ONE9 Fuel Network)
410fb4a6-1480-436d-b89b-b5721608cc2a		IN	Gary	truck-washes	false	false	2501 Burr St	46406			I-65	csv-import	Truck Wash at Pilot Travel Center (Burr Street, Gary)
