id	store_number	state	city	category_slug	is_published	has_coord	address	zip	lat	lng	interstate	source	name
49310225-476e-403f-bc11-b296444ee454	1063	NC	Marion	truck-stops	true	false	3365 Sugar Hill Rd	28752			I-40	csv-import	Pilot Travel Center #1063
4f77aa49-f11e-4ebd-a86e-9c6290ec1ec1	114	TN	Crossville	truck-stops	true	false	2449 Genesis Rd	38571			I-40	csv-import	Pilot Travel Center #114
1c18704d-99b4-4644-865c-b0d740b9ccd5	149	TN	Stanton	truck-stops	true	false	7720 Highway 222	38069			I-40	csv-import	Pilot Travel Center #149 (Flagship)
63726042-4b3b-41c2-a7e8-267af4a9285b	15	OH	Toledo	truck-stops	true	false	5820 Hagman Rd	43612			I-75	csv-import	Pilot Travel Center #15
d7247403-1ed3-49de-83a5-af2862cdbd9f	1550	AL	Good Hope	truck-stops	true	false	1600 County Road 437	35055			I-65	csv-import	Pilot Travel Center #1550 (Good Hope)
5aecf10b-8e95-48a4-a815-da033b1d7cf4	1577	TN	Pioneer	truck-stops	true	true	106 Comfort Ln	37847	36.37677	-84.248712	I-75	csv-import	Pilot Travel Center #1577
e1c84a38-7da4-4597-ab5e-331b2e755297	187	TN	Knoxville	truck-stops	false	false	100 Merchants Rd	37912			I-75	csv-import	Pilot Travel Center #187
944a23e3-93b6-4f19-a43a-8879c89ae09a	192	GA	Tifton	truck-stops	true	true	4431 Union Rd	31794	31.427922	-83.517008	I-75	csv-import	Pilot Travel Center #192
b3c074e4-06a3-4cb4-b205-6ad5ddae3476	219	TN	Knoxville	truck-stops	true	false	7210 Strawberry Plains Pike	37914			I-40	csv-import	Pilot Travel Center #219
b7a1bf29-998f-498a-a44a-0974411802b6	231	KY	Corbin	truck-stops	true	false	249 W Cumberland Gap Pkwy	40701			I-75	csv-import	Pilot Travel Center #231
