id,name,state,field,approved_value,source_file,source_sha256,master_date,evidence_directions,concurrency
cf1c022a-77d9-42a4-996a-4f012c353ed0,TA Walcott,IA,exit_number,284,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-80, Exit 284",False
f97e88cd-9e27-4e36-9b20-777bd710ed92,TA Williams,IA,interstate,I-35,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-35, Exit 144",False
f97e88cd-9e27-4e36-9b20-777bd710ed92,TA Williams,IA,exit_number,144,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-35, Exit 144",False
0c347f93-9185-4cd7-89d6-a411df092ced,TA Boise,ID,interstate,I-84,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-84, Exit 54",False
0c347f93-9185-4cd7-89d6-a411df092ced,TA Boise,ID,exit_number,54,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-84, Exit 54",False
8b16110b-263b-41f1-81f7-f05a3c028b11,TA Express Dubois,ID,interstate,I-15,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-15, exit 137",False
8b16110b-263b-41f1-81f7-f05a3c028b11,TA Express Dubois,ID,exit_number,137,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-15, exit 137",False
2b72144a-269f-4d29-b6fe-0b9068ee7a37,Petro Effingham,IL,interstate,I-70,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70/I-57, Exit 159 at West Fayette Ave.",True
2b72144a-269f-4d29-b6fe-0b9068ee7a37,Petro Effingham,IL,exit_number,159,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70/I-57, Exit 159 at West Fayette Ave.",True
2e1fe245-218d-4632-bdd4-4b320d69eba1,TA Bloomington,IL,interstate,I-55,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-55, I-74, I-39 at Route 9, Exit 160",True
2e1fe245-218d-4632-bdd4-4b320d69eba1,TA Bloomington,IL,exit_number,160,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-55, I-74, I-39 at Route 9, Exit 160",True
3e613b47-7f44-420d-b839-01e19ad138ab,TA Elgin,IL,interstate,I-90,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-90, Exit 42",False
3e613b47-7f44-420d-b839-01e19ad138ab,TA Elgin,IL,exit_number,42,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-90, Exit 42",False
670336d0-8400-4a92-a882-d5be882b83cc,TA Effingham,IL,interstate,I-57,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-57 & I-70 State Route 32 & 33, Exit 160",True
670336d0-8400-4a92-a882-d5be882b83cc,TA Effingham,IL,exit_number,160,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-57 & I-70 State Route 32 & 33, Exit 160",True
7910dd09-6b8f-41da-a86b-1bbf6d07ee5c,TA Chicago North,IL,interstate,I-94,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94 & Russell, Illinois/Wisconsin Line",False
8cb6b807-56bd-4e9a-8602-614ce19e1fc1,Petro Rochelle,IL,interstate,I-39,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-39 at Route 38, Exit 99",False
8cb6b807-56bd-4e9a-8602-614ce19e1fc1,Petro Rochelle,IL,exit_number,99,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-39 at Route 38, Exit 99",False
8cf8aaf4-ffe0-46b7-b6b7-2965c93d4ba4,TA Express Riverton,IL,interstate,I-72,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-72, Exit 108",False
8cf8aaf4-ffe0-46b7-b6b7-2965c93d4ba4,TA Express Riverton,IL,exit_number,108,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-72, Exit 108",False
b4676e5b-415d-49ad-89fc-54093a291c67,Petro Monee,IL,interstate,I-57,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-57, Exit 335",False
b4676e5b-415d-49ad-89fc-54093a291c67,Petro Monee,IL,exit_number,335,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-57, Exit 335",False
b98f412b-81ce-42ac-8977-adec80ca53ec,TA Mt Vernon,IL,interstate,I-57,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-57 & I-64, Exit 95",True
b98f412b-81ce-42ac-8977-adec80ca53ec,TA Mt Vernon,IL,exit_number,95,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-57 & I-64, Exit 95",True
c2856021-e58e-432f-a0e1-b909d41f2ce9,TA Morris,IL,interstate,I-80,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-80 & Route 47, Exit 112B",False
c2856021-e58e-432f-a0e1-b909d41f2ce9,TA Morris,IL,exit_number,112B,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-80 & Route 47, Exit 112B",False
c5ec9b22-8675-4047-8b0f-f80dbfc0b218,Petro Wilmington,IL,interstate,I-55,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-55, Exit 240",False
c5ec9b22-8675-4047-8b0f-f80dbfc0b218,Petro Wilmington,IL,exit_number,240,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-55, Exit 240",False
cbd7c985-75b5-4368-8bad-35d4c52784b0,TA Troy,IL,interstate,I-55,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-55/I-70 at State Route 162, Exit 18",True
cbd7c985-75b5-4368-8bad-35d4c52784b0,TA Troy,IL,exit_number,18,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-55/I-70 at State Route 162, Exit 18",True
02564379-d8e9-432b-813a-607b86ce9dc6,TA Lake Station,IN,interstate,I-80,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-80/I-94, Exit 15B",True
02564379-d8e9-432b-813a-607b86ce9dc6,TA Lake Station,IN,exit_number,15B,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-80/I-94, Exit 15B",True
27a3e6fd-17cb-4f9d-8047-c0170c2d5783,TA Porter,IN,interstate,I-94,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 22B",False
27a3e6fd-17cb-4f9d-8047-c0170c2d5783,TA Porter,IN,exit_number,22B,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 22B",False
27d37d5d-0313-44e4-9f0e-86cb7f2b0db5,TA DeMotte,IN,interstate,I-65,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 230",False
27d37d5d-0313-44e4-9f0e-86cb7f2b0db5,TA DeMotte,IN,exit_number,230,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 230",False
34a70d3b-0b4b-46d5-8bbf-50053ee3e4de,TA Express Dale,IN,interstate,I-64,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-64, Exit 57A",False
34a70d3b-0b4b-46d5-8bbf-50053ee3e4de,TA Express Dale,IN,exit_number,57A,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-64, Exit 57A",False
3c7f74fd-3ec0-4334-866d-21185e736f28,Petro Brazil,IN,interstate,I-70,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70, Exit 23",False
3c7f74fd-3ec0-4334-866d-21185e736f28,Petro Brazil,IN,exit_number,23,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70, Exit 23",False
5b9f3833-3c26-446a-9911-2a2470d265f5,Petro Gaston,IN,interstate,I-69,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, Exit 245",False
5b9f3833-3c26-446a-9911-2a2470d265f5,Petro Gaston,IN,exit_number,245,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, Exit 245",False
7e566af4-17cc-41e7-844b-7dcb0f755df3,TA Clayton,IN,interstate,I-70,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70 & State Road 39, Exit 59",False
7e566af4-17cc-41e7-844b-7dcb0f755df3,TA Clayton,IN,exit_number,59,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70 & State Road 39, Exit 59",False
cad3881e-22a2-46e5-a77d-84dd18c7d261,Petro Greensburg,IN,interstate,I-74,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-74, Exit 143",False
cad3881e-22a2-46e5-a77d-84dd18c7d261,Petro Greensburg,IN,exit_number,143,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-74, Exit 143",False
e5a53a41-d491-48fa-a73f-00c545239b16,TA Express Fort Wayne,IN,interstate,I-69,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, exit 309",False
e5a53a41-d491-48fa-a73f-00c545239b16,TA Express Fort Wayne,IN,exit_number,309,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, exit 309",False
f4cbbe52-930d-4e01-8359-f695d521df60,Petro Angola,IN,interstate,I-69,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, Exit 157/357(new)",False
f4cbbe52-930d-4e01-8359-f695d521df60,Petro Angola,IN,exit_number,157,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, Exit 157/357(new)",False
676a342f-b814-4485-8538-4c9c01069ab2,Petro Colby,KS,interstate,I-70,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70, Exit 53",False
676a342f-b814-4485-8538-4c9c01069ab2,Petro Colby,KS,exit_number,53,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70, Exit 53",False
6f7a664a-0574-4de1-8acc-7de5a8371ba8,TA Beto Junction,KS,interstate,I-35,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"U.S. 75 & I-35, Exit 155",False
6f7a664a-0574-4de1-8acc-7de5a8371ba8,TA Beto Junction,KS,exit_number,155,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"U.S. 75 & I-35, Exit 155",False
821c8dbb-5e52-4920-96a1-9d98bbeeaa8b,TA Express Edgerton,KS,interstate,I-35,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-35, Exit 205",False
821c8dbb-5e52-4920-96a1-9d98bbeeaa8b,TA Express Edgerton,KS,exit_number,205,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-35, Exit 205",False
8bdfa9b4-b6d9-4ad3-b282-c310238260a6,TA Oakley,KS,interstate,I-70,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70 and U.S. 40, Exit 76",False
8bdfa9b4-b6d9-4ad3-b282-c310238260a6,TA Oakley,KS,exit_number,76,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70 and U.S. 40, Exit 76",False
98bf5e1e-ec9e-4632-8c0e-637117ea9e4a,Petro Salina,KS,interstate,I-70,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70, Exit 252",False
98bf5e1e-ec9e-4632-8c0e-637117ea9e4a,Petro Salina,KS,exit_number,252,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70, Exit 252",False
2bde784a-0feb-43ca-bd29-8bb461612903,Petro Glendale,KY,interstate,I-65,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 86",False
2bde784a-0feb-43ca-bd29-8bb461612903,Petro Glendale,KY,exit_number,86,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 86",False
409390ee-aca9-4f0f-8f46-56675e324adc,TA Smiths Grove,KY,interstate,I-65,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 38",False
409390ee-aca9-4f0f-8f46-56675e324adc,TA Smiths Grove,KY,exit_number,38,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 38",False
ce461491-1e00-4179-92b7-126cd264a7f3,TA Truck Service Franklin,KY,interstate,I-65,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 6",False
ce461491-1e00-4179-92b7-126cd264a7f3,TA Truck Service Franklin,KY,exit_number,6,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-65, Exit 6",False
04ba7dbb-2a5b-4a1c-8b2a-f55a2025e4ad,Petro Shreveport,LA,interstate,I-20,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 8 at Industrial Loop",False
04ba7dbb-2a5b-4a1c-8b2a-f55a2025e4ad,Petro Shreveport,LA,exit_number,8,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 8 at Industrial Loop",False
0d926d31-2fa5-4ef2-9101-1b9e074c8495,Petro Hammond,LA,interstate,I-12,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-12, Exit 40 at Hwy 51",False
0d926d31-2fa5-4ef2-9101-1b9e074c8495,Petro Hammond,LA,exit_number,40,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-12, Exit 40 at Hwy 51",False
1e8f2e34-9b2b-40a2-9ae6-40a2062651b5,TA Express Hosston,LA,interstate,I-49,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-49, exit 237",False
1e8f2e34-9b2b-40a2-9ae6-40a2062651b5,TA Express Hosston,LA,exit_number,237,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-49, exit 237",False
32031c1e-0d62-46a2-94e5-7f0d4ea4a6e9,Petro Egan,LA,interstate,I-10,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-10, Exit 76",False
32031c1e-0d62-46a2-94e5-7f0d4ea4a6e9,Petro Egan,LA,exit_number,76,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-10, Exit 76",False
467704e4-9578-4109-a37c-6f035359f6b4,TA Greenwood,LA,interstate,I-20,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 5",False
467704e4-9578-4109-a37c-6f035359f6b4,TA Greenwood,LA,exit_number,5,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 5",False
4ba96d81-95a1-46a5-afaf-78678c45d232,TA Express Grambling,LA,interstate,I-20,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 81",False
4ba96d81-95a1-46a5-afaf-78678c45d232,TA Express Grambling,LA,exit_number,81,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 81",False
5a3d5ca7-5e82-4e44-a1c3-725da6ecfeb4,TA Lafayette,LA,interstate,I-10,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-10 & State Road 182, MM 101",False
6f39b35c-812e-4818-b251-8470c223e06f,TA Express Minden,LA,interstate,I-20,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 52",False
6f39b35c-812e-4818-b251-8470c223e06f,TA Express Minden,LA,exit_number,52,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20, Exit 52",False
8ebaa65f-063e-4c52-abeb-a3a53820927c,TA Tallulah,LA,interstate,I-20,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20 & U.S. 65, Exit 171",False
8ebaa65f-063e-4c52-abeb-a3a53820927c,TA Tallulah,LA,exit_number,171,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-20 & U.S. 65, Exit 171",False
d964745d-fcae-4925-88bb-52ba116e655d,TA Express St. Rose,LA,interstate,I-310,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,I-310 Exit 2,False
d964745d-fcae-4925-88bb-52ba116e655d,TA Express St. Rose,LA,exit_number,2,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,I-310 Exit 2,False
db388573-84aa-42ca-ba18-40922752d573,TA Slidell,LA,interstate,I-10,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-10, Exit 266",False
db388573-84aa-42ca-ba18-40922752d573,TA Slidell,LA,exit_number,266,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-10, Exit 266",False
92690d91-86e8-47bf-9a48-647aaa6140d0,TA Battle Creek,MI,interstate,I-94,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 104",False
92690d91-86e8-47bf-9a48-647aaa6140d0,TA Battle Creek,MI,exit_number,104,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 104",False
ba06c4b9-ca65-4489-92df-4f01e1643299,TA Ann Arbor,MI,interstate,I-94,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 167",False
ba06c4b9-ca65-4489-92df-4f01e1643299,TA Ann Arbor,MI,exit_number,167,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 167",False
bef45037-3843-49ae-9a3a-31ad5f47857e,TA Tekonsha,MI,interstate,I-69,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, Exit 25",False
bef45037-3843-49ae-9a3a-31ad5f47857e,TA Tekonsha,MI,exit_number,25,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-69, Exit 25",False
e7e9af27-8e8d-4c63-9c1d-ea303d8773df,TA Sawyer,MI,interstate,I-94,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 12",False
e7e9af27-8e8d-4c63-9c1d-ea303d8773df,TA Sawyer,MI,exit_number,12,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94, Exit 12",False
2b5ef8ac-3b7a-430e-b750-ba5603f2d016,Petro Albert Lea,MN,interstate,I-90,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-90 & I-35, Exit 11",True
2b5ef8ac-3b7a-430e-b750-ba5603f2d016,Petro Albert Lea,MN,exit_number,11,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-90 & I-35, Exit 11",True
9fc68613-b774-4b5e-bee0-ad9bf1893a65,TA Rogers,MN,interstate,I-94,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94 & Hwy 101, Exit 207",False
9fc68613-b774-4b5e-bee0-ad9bf1893a65,TA Rogers,MN,exit_number,207,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-94 & Hwy 101, Exit 207",False
df1df6b9-0dc3-4928-a66d-6c84da588283,Petro Clearwater,MN,interstate,I-94,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,I-94 & Hwy 24,False
136b5207-6f2a-41bf-8132-0896ddb2a9ae,TA Strafford,MO,interstate,I-44,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-44 , Exit 88",False
136b5207-6f2a-41bf-8132-0896ddb2a9ae,TA Strafford,MO,exit_number,88,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-44 , Exit 88",False
17af745f-ea45-4e29-aaee-bd16903a3748,TA Cuba,MO,interstate,I-44,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-44, Exit 208",False
17af745f-ea45-4e29-aaee-bd16903a3748,TA Cuba,MO,exit_number,208,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-44, Exit 208",False
486d3f65-047c-4625-a09a-b18aacde7cb8,Petro Kingdom City,MO,interstate,I-70,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70 & Hwy 54, Exit 148",False
486d3f65-047c-4625-a09a-b18aacde7cb8,Petro Kingdom City,MO,exit_number,148,data/imports/locmaster20260725.xlsx,5ebe0e9f034153536fe3946a3e5cc3d5a45c9a59b010131d5ccee20e21553303,2026-07-25,"I-70 & Hwy 54, Exit 148",False
