"listing_id","business_name","input_address","census_matched_address","existing_coordinate","proposed_coordinate","distance_from_control_m","state_bounds_result","match_classification","reviewer_decision","reviewer_notes"
"5ee50208-ea02-4cbd-8477-5f7469cc0385","Love's Truck Care / Speedco - Love's Travel Stop #321, Corbin","222 KY-770, Corbin, KY 40701","","","","","n/a","census-no-match","",""
"8efeac67-b7ef-4e1b-8f82-977316b3137a","Simmons Travel Plaza","1589 Skippers Rd, Emporia, VA 23847","","","","","n/a","census-no-match","",""
"062c24f7-7145-41f3-97f7-431b2d8965b3","Pilot Travel Center #6990","1000 Truckstop Rd, Kenly, NC 27542","","","","","n/a","census-no-match","",""
"866d463e-0f44-43fe-984f-33291dd073f0","CAT Scale — TA Montgomery, Montgomery","980 W South Blvd, Montgomery, AL 36105","","","","","n/a","census-no-match","",""
"b5213d8a-633f-4d73-9172-7ec041bc1cc0","Speedco at Love's Travel Stop #759","3404 Highway 63 N, Hazen, AR 72064","","","","","n/a","census-no-match","",""
"0e545ab7-6774-47b5-8f58-30d40f795728","Sheetz #804","310 Chicken Foot Rd, Hope Mills, NC 28348","","","","","n/a","census-no-match","",""
"3e75627b-f631-421e-ae02-45d39777a67b","Conway Diesel Service — Evergreen","100 Conway Ln, Evergreen, AL 36401","","","","","n/a","census-no-match","",""
"bd45a0c6-862a-4c3b-a2ae-8ef2a07781c2","Asheville Weigh Station (NC State Highway Patrol)","I-40 eastbound and westbound, approx. 12 miles west of Asheville (Buncombe County), Asheville, NC","","","","","n/a","census-no-match","",""
"b23b7bb8-2aab-4205-bdd6-173a12dd5b3e","Noble's Restaurant and Truck Stop","1065 Owenton Rd, Corinth, KY 41010","","","","","n/a","census-no-match","",""
"5bb26e5f-300b-4e53-856d-4e29876dee0e","Fuel Mart of America","335 S Schaefer Hwy, Detroit, MI 48217","","","","","n/a","census-no-match","",""
"8518cd23-a383-4308-bf0a-48a23448d54d","Mackinaw City Citgo","14992 N Mackinaw Hwy, Mackinaw City, MI","","","","","n/a","census-no-match","",""
"813c39be-1860-413a-8aaf-86ca8b26e8a3","Super 8 by Wyndham Ocala I-75","3924 W Silver Springs Blvd, Ocala, FL 34482","","","","","n/a","census-no-match","",""
"f53939a7-5718-4d0b-b511-3ab367de0fa7","Arkansas Welcome Center at West Memphis","704 E Service Rd N, West Memphis, AR 72303","","","","","n/a","census-no-match","",""
"5ff985fa-b430-487b-8217-485a94e97d7d","CAT Scale at Petro Stopping Center #326","3205 Valentine Rd, North Little Rock, AR 72117","","","","","n/a","census-no-match","",""
"ff14e2af-f0a7-4e65-a341-c15aab36fe6e","Pro Stop (Pilot Flying J Dealer #962)","1503 Avco Blvd, Sellersburg, IN 47172","","","","","n/a","census-no-match","",""
"21dc37d4-6706-44d4-8dee-b871cdce17d4","Love's Truck Care #368","300 Arby Dr, Clanton, AL 35045","","","","","n/a","census-no-match","",""
"683aa9c6-51fa-479d-8042-b597b0bf2958","CAT Scale at Pilot Travel Center #332","3300 Highway 391 N, North Little Rock, AR 72117","","","","","n/a","census-no-match","",""
"fb8d0e91-7e7c-4302-a44f-dfe3d998bdc8","El Cheapo #54 (Texaco)","13109 Hwy 251, Darien, GA 31305","","","","","n/a","census-no-match","",""
"faa5e68a-557a-4258-bcee-90397f126864","Henryville Rest Area (Southbound)","21505 S I-65, Henryville, IN 47126","","","","","n/a","census-no-match","",""
"c7d92966-ddcd-4536-8992-193b66e21c6f","Dumfries Weigh Station (Northbound)","I-95 Northbound near Dumfries, Dumfries, VA 22025","","","","","n/a","census-no-match","",""
"020975e1-13ef-41d9-a02e-c94d8ba05896","CAT Scale — Love's Travel Stop #624, Prichard","2600 W I-65 Service Rd N, Prichard, AL 36612","","","","","n/a","census-no-match","",""
"05c35c41-6e8f-481f-a2f7-5f50e91170df","CAT Scale — Love's Travel Stop #363, Ocala","7791 NW 47th Avenue, Ocala, FL 34482","","","","","n/a","census-no-match","",""
"b5d906d6-22c5-4ed5-b39e-b8eea589346d","Love's Travel Stop #759","3404 Highway 63 N, Hazen, AR 72064","","","","","n/a","census-no-match","",""
"2a3d7c32-e385-41db-9b12-6111d7fa91fc","I-95/I-495 Commercial Vehicle Weigh & Inspection Station (MSP CVED)","I-95/I-495 near US 1, College Park, MD 20740","","","","","n/a","census-no-match","",""
"b139516b-3826-4241-90b1-050b8b83b179","CAT Scale at Flying J Travel Center #605","42 Bradley Cove Rd, Russellville, AR 72801","","","","","n/a","census-no-match","",""
"65d7a9c2-d5e3-4bcc-8cdc-4b20bcbf2fc8","Blue Beacon Truck Wash of Whiteland","142 White St, Whiteland, IN 46184","","","","","n/a","census-no-match","",""
"e0b210c3-6279-48a6-b091-059a2aa3a3ca","TA Truck Service — Montgomery","980 W South Blvd, Montgomery, AL 36105","","","","","n/a","census-no-match","",""
